area_code,date,measurement,value,variable,official_name
S92000003,2020-05-02,Count,569,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,Scotland
S92000003,2020-05-02,Count,6580,NHS workforce COVID-19 absences - All staff,Scotland
S92000003,2020-05-02,Count,3500,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S92000003,2020-05-02,Count,388,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-05-02,Count,3238,NHS workforce COVID-19 absences - Nursing and midwifery staff,Scotland
S92000003,2020-05-02,Count,203,Ambulance attendances - COVID-19 suspected patients taken to hospital,Scotland
S92000003,2020-05-02,Count,3155,NHS workforce COVID-19 absences - Other staff,Scotland
S92000003,2020-05-02,Count,187,NHS workforce COVID-19 absences - Medical and dental staff,Scotland
S08000029,2020-05-03,Count,6,COVID-19 patients in ICU - Total,Fife
S08000020,2020-05-03,Count,13,COVID-19 patients in ICU - Total,Grampian
S92000003,2020-05-03,Count,1571,Number of COVID-19 confirmed deaths registered to date,Scotland
S92000003,2020-05-02,Count,34,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S08000015,2020-05-03,Count,8,COVID-19 patients in ICU - Total,Ayrshire and Arran
S92000003,2020-05-02,Count,7791,Calls - NHS24 111,Scotland
S92000003,2020-05-03,Count,91,COVID-19 patients in ICU - Confirmed,Scotland
S92000003,2020-05-02,Count,196,Calls - Coronavirus helpline,Scotland
S92000003,2020-05-03,Count,1666,COVID-19 patients in hospital - Total,Scotland
S92000003,2020-05-03,Count,400,COVID-19 patients in hospital - Suspected,Scotland
S92000003,2020-05-02,Count,349,Ambulance attendances - COVID-19 suspected,Scotland
S92000003,2020-05-02,Count,1567,Ambulance attendances - Total,Scotland
S92000003,2020-05-03,Count,99,COVID-19 patients in ICU - Total,Scotland
S92000003,2020-05-03,Count,8,COVID-19 patients in ICU - Suspected,Scotland
S92000003,2020-05-03,Count,1266,COVID-19 patients in hospital - Confirmed,Scotland
S92000003,2020-04-30,Count,490,Calls - Coronavirus helpline,Scotland
S92000003,2020-04-30,Count,3333,Calls - NHS24 111,Scotland
S92000003,2020-05-01,Count,10,COVID-19 patients in ICU - Suspected,Scotland
S92000003,2020-05-01,Count,100,COVID-19 patients in ICU - Confirmed,Scotland
S08000029,2020-05-01,Count,6,COVID-19 patients in ICU - Total,Fife
S08000020,2020-05-01,Count,13,COVID-19 patients in ICU - Total,Grampian
S08000019,2020-05-01,Count,6,COVID-19 patients in ICU - Total,Forth Valley
S92000003,2020-05-01,Count,1515,Number of COVID-19 confirmed deaths registered to date,Scotland
S92000003,2020-04-30,Count,124,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S08000015,2020-05-01,Count,6,COVID-19 patients in ICU - Total,Ayrshire and Arran
S08000031,2020-05-01,Count,44,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000024,2020-05-01,Count,16,COVID-19 patients in ICU - Total,Lothian
S08000032,2020-05-01,Count,8,COVID-19 patients in ICU - Total,Lanarkshire
S92000003,2020-04-30,Count,360,Ambulance attendances - COVID-19 suspected,Scotland
S92000003,2020-04-30,Count,1516,Ambulance attendances - Total,Scotland
S92000003,2020-04-30,Count,593,Delayed discharges,Scotland
S92000003,2020-04-30,Count,256,Ambulance attendances - COVID-19 suspected patients taken to hospital,Scotland
S92000003,2020-05-01,Count,1302,COVID-19 patients in hospital - Confirmed,Scotland
S92000003,2020-05-01,Count,110,COVID-19 patients in ICU - Total,Scotland
S92000003,2020-05-01,Count,1741,COVID-19 patients in hospital - Total,Scotland
S92000003,2020-05-01,Count,439,COVID-19 patients in hospital - Suspected,Scotland
S92000003,2020-04-30,Count,562,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,Scotland
S92000003,2020-04-30,Count,7468,NHS workforce COVID-19 absences - All staff,Scotland
S92000003,2020-04-30,Count,3345,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S92000003,2020-04-30,Count,377,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-04-30,Count,235,NHS workforce COVID-19 absences - Medical and dental staff,Scotland
S92000003,2020-04-30,Count,3455,NHS workforce COVID-19 absences - Nursing and midwifery staff,Scotland
S92000003,2020-04-30,Count,3778,NHS workforce COVID-19 absences - Other staff,Scotland
S08000022,2020-04-22,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-19,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-18,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-21,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-20,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-28,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-08,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-07,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-10,Count,7,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-09,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-04,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-03,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-06,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-05,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-15,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-17,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-16,Count,6,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-12,Count,8,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-11,Count,7,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-13,Count,6,COVID-19 patients in ICU - Total,Highland
S08000032,2020-04-10,Count,27,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-09,Count,31,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-12,Count,29,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-11,Count,30,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-06,Count,34,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-05,Count,31,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-08,Count,28,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-07,Count,30,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-18,Count,27,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-17,Count,29,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-20,Count,24,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-19,Count,27,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-14,Count,27,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-13,Count,30,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-16,Count,30,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-15,Count,29,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-26,Count,11,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-25,Count,8,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-28,Count,11,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-27,Count,9,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-24,Count,5,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-02,Count,28,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-01,Count,26,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-04,Count,31,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-03,Count,28,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-30,Count,18,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-29,Count,17,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-03-31,Count,22,COVID-19 patients in ICU - Total,Lanarkshire
S08000031,2020-04-05,Count,54,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-04,Count,51,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-07,Count,54,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-06,Count,51,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-01,Count,36,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-31,Count,34,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-03,Count,45,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-02,Count,38,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-13,Count,74,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-12,Count,74,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-15,Count,71,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-14,Count,73,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-09,Count,64,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-08,Count,62,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-11,Count,69,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-10,Count,65,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-23,Count,6,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000020,2020-04-30,Count,10,COVID-19 patients in ICU - Total,Grampian
S08000020,2020-04-29,Count,10,COVID-19 patients in ICU - Total,Grampian
S08000031,2020-03-28,Count,24,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-27,Count,18,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-30,Count,22,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-29,Count,23,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-25,Count,11,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-24,Count,8,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-03-26,Count,12,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000022,2020-04-02,Count,5,COVID-19 patients in ICU - Total,Highland
S08000022,2020-04-01,Count,5,COVID-19 patients in ICU - Total,Highland
S08000031,2020-04-21,Count,60,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-20,Count,64,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-23,Count,49,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-22,Count,55,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-17,Count,67,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-16,Count,70,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-19,Count,62,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-18,Count,65,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-28,Count,48,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-27,Count,47,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-30,Count,43,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-29,Count,42,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-25,Count,49,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-24,Count,50,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000031,2020-04-26,Count,49,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000024,2020-03-28,Count,17,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-27,Count,15,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-30,Count,29,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-29,Count,24,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-24,Count,14,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-23,Count,7,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-26,Count,12,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-25,Count,14,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-05,Count,46,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-04,Count,41,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-07,Count,41,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-06,Count,40,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-01,Count,33,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-31,Count,32,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-03,Count,36,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-02,Count,35,COVID-19 patients in ICU - Total,Lothian
S08000032,2020-04-26,Count,16,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-25,Count,18,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-28,Count,13,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-27,Count,17,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-22,Count,22,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-21,Count,22,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-24,Count,17,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-23,Count,19,COVID-19 patients in ICU - Total,Lanarkshire
S08000024,2020-03-20,Count,6,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-19,Count,5,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-22,Count,7,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-03-21,Count,9,COVID-19 patients in ICU - Total,Lothian
S08000032,2020-04-30,Count,8,COVID-19 patients in ICU - Total,Lanarkshire
S08000032,2020-04-29,Count,12,COVID-19 patients in ICU - Total,Lanarkshire
S08000024,2020-03-18,Count,5,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-28,Count,21,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-27,Count,24,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-30,Count,16,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-29,Count,17,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-24,Count,26,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-23,Count,27,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-26,Count,24,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-25,Count,25,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-13,Count,36,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-12,Count,35,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-15,Count,28,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-14,Count,33,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-09,Count,39,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-08,Count,41,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-11,Count,36,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-10,Count,40,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-20,Count,27,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-19,Count,29,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-22,Count,29,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-21,Count,29,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-17,Count,30,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-16,Count,28,COVID-19 patients in ICU - Total,Lothian
S08000024,2020-04-18,Count,28,COVID-19 patients in ICU - Total,Lothian
S08000031,2020-03-28,Count,200,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-03-27,Count,153,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-03-30,Count,226,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-03-29,Count,213,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000020,2020-05-04,Count,99,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-05-03,Count,98,COVID-19 patients in hospital - Confirmed,Grampian
S08000031,2020-03-26,Count,125,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000020,2020-05-05,Count,97,COVID-19 patients in hospital - Confirmed,Grampian
S08000031,2020-04-05,Count,458,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-04,Count,421,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-07,Count,534,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-06,Count,476,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-01,Count,331,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-03-31,Count,287,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-03,Count,404,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-02,Count,347,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000020,2020-04-23,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-22,Count,68,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-25,Count,69,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-24,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-19,Count,72,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-18,Count,75,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-21,Count,75,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-20,Count,73,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-30,Count,85,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-29,Count,80,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-05-02,Count,94,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-05-01,Count,90,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-27,Count,73,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-26,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-28,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000031,2020-04-28,Count,542,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-27,Count,557,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-30,Count,548,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-29,Count,555,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-24,Count,561,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-23,Count,564,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-26,Count,557,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-25,Count,557,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000022,2020-03-26,Count,7,COVID-19 patients in hospital - Confirmed,Highland
S08000031,2020-05-05,Count,523,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000022,2020-03-28,Count,7,COVID-19 patients in hospital - Confirmed,Highland
S08000022,2020-03-27,Count,6,COVID-19 patients in hospital - Confirmed,Highland
S08000031,2020-05-02,Count,530,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-05-01,Count,538,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-05-04,Count,533,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-05-03,Count,526,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-13,Count,583,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-12,Count,597,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-15,Count,598,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-14,Count,594,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-09,Count,563,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-08,Count,555,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-11,Count,590,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-10,Count,571,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-20,Count,603,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-19,Count,593,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-22,Count,574,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-21,Count,583,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-17,Count,580,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-16,Count,606,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000031,2020-04-18,Count,593,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000019,2020-04-17,Count,47,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-16,Count,51,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-19,Count,50,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-18,Count,51,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-13,Count,57,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-12,Count,58,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-15,Count,56,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-14,Count,56,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-25,Count,40,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-24,Count,41,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-27,Count,36,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-26,Count,39,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-21,Count,43,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-20,Count,49,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-23,Count,36,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-22,Count,44,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-02,Count,57,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-01,Count,52,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-04,Count,63,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-03,Count,65,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-03-29,Count,34,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-03-28,Count,32,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-03-31,Count,43,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-03-30,Count,36,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-09,Count,56,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-08,Count,59,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-11,Count,57,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-10,Count,53,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-06,Count,55,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-05,Count,59,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-07,Count,60,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000020,2020-04-07,Count,61,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-06,Count,61,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-09,Count,72,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-08,Count,62,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-03,Count,45,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-02,Count,30,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-05,Count,53,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-04,Count,44,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-15,Count,73,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-14,Count,78,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-17,Count,69,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-16,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-11,Count,73,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-10,Count,72,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-13,Count,77,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-12,Count,78,COVID-19 patients in hospital - Confirmed,Grampian
S08000019,2020-05-03,Count,36,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-05-02,Count,34,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-05-05,Count,30,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-05-04,Count,36,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-29,Count,42,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-28,Count,40,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-05-01,Count,37,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000019,2020-04-30,Count,37,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000020,2020-03-30,Count,20,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-03-29,Count,19,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-04-01,Count,31,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-03-31,Count,28,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-03-27,Count,13,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-03-26,Count,8,COVID-19 patients in hospital - Confirmed,Grampian
S08000020,2020-03-28,Count,16,COVID-19 patients in hospital - Confirmed,Grampian
S08000024,2020-03-29,Count,88,COVID-19 patients in hospital - Confirmed,Lothian
S08000024,2020-03-28,Count,83,COVID-19 patients in hospital - Confirmed,Lothian
S08000024,2020-03-31,Count,107,COVID-19 patients in hospital - Confirmed,Lothian
S08000024,2020-03-30,Count,99,COVID-19 patients in hospital - Confirmed,Lothian
S08000032,2020-05-05,Count,144,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000032,2020-05-04,Count,150,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000024,2020-03-27,Count,73,COVID-19 patients in hospital - Confirmed,Lothian
S08000024,2020-03-26,Count,66,COVID-19 patients in hospital - Confirmed,Lothian
