FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S12000021,w/c 2020-04-27,Count,Deaths,48,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-03-09,Count,Deaths,36,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-02-03,Count,Deaths,24,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-03-30,Count,Deaths,10,All,All,COVID-19 related,All,North Ayrshire
S12000021,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,North Ayrshire
S12000021,w/c 2020-01-27,Count,Deaths,39,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-04-20,Count,Deaths,58,All,All,All causes,All,North Ayrshire
S12000021,w/c 2019-12-30,Count,Deaths,38,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-04-06,Count,Deaths,15,All,All,COVID-19 related,All,North Ayrshire
S12000021,w/c 2020-04-27,Count,Deaths,13,All,All,COVID-19 related,All,North Ayrshire
S12000021,w/c 2020-04-06,Count,Deaths,46,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-05-18,Count,Deaths,44,All,All,All causes,All,North Ayrshire
S12000021,2020,Count,Deaths,228,All,All,All causes,Care Home,North Ayrshire
S12000021,w/c 2020-05-04,Count,Deaths,40,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-06-08,Count,Deaths,32,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-05-11,Count,Deaths,39,All,All,All causes,All,North Ayrshire
S12000021,w/c 2020-06-01,Count,Deaths,30,All,All,All causes,All,North Ayrshire
S12000023,w/c 2020-04-27,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2019-12-30,Count,Deaths,1,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,74,All,All,All causes,Home / Non-institution,Orkney Islands
S12000023,w/c 2020-05-25,Count,Deaths,5,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Orkney Islands
S12000023,w/c 2020-01-27,Count,Deaths,2,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-03-30,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,2020,Count,Deaths,0,All,All,COVID-19 related,Home / Non-institution,Orkney Islands
S12000023,w/c 2020-05-11,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-04-20,Count,Deaths,6,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-04-13,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-03-30,Count,Deaths,9,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,2,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-06-08,Count,Deaths,2,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-01-06,Count,Deaths,5,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-02-03,Count,Deaths,5,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-06-01,Count,Deaths,8,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-01-13,Count,Deaths,2,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-01-20,Count,Deaths,4,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,0,All,All,All causes,Other institution,Orkney Islands
S12000023,w/c 2020-05-11,Count,Deaths,5,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-05-18,Count,Deaths,8,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-04-27,Count,Deaths,3,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,2,All,All,COVID-19 related,Hospital,Orkney Islands
S12000023,w/c 2020-04-13,Count,Deaths,4,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-04-06,Count,Deaths,2,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-04-06,Count,Deaths,11,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,26,All,All,All causes,Hospital,Orkney Islands
S12000023,w/c 2020-05-04,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-03-16,Count,Deaths,7,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-03-23,Count,Deaths,8,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-04-20,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-02-24,Count,Deaths,4,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,w/c 2020-02-10,Count,Deaths,3,All,All,All causes,All,Orkney Islands
S12000023,2020,Count,Deaths,116,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-03-02,Count,Deaths,5,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Orkney Islands
S12000023,2020,Count,Deaths,16,All,All,All causes,Care Home,Orkney Islands
S12000023,w/c 2020-02-17,Count,Deaths,1,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-03-09,Count,Deaths,6,All,All,All causes,All,Orkney Islands
S12000023,w/c 2020-05-04,Count,Deaths,2,All,All,All causes,All,Orkney Islands
S12000026,w/c 2020-01-13,Count,Deaths,38,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-05-25,Count,Deaths,4,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-04-13,Count,Deaths,7,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-02-24,Count,Deaths,35,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-01-20,Count,Deaths,29,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-30,Count,Deaths,13,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-05-25,Count,Deaths,18,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-09,Count,Deaths,29,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-04-06,Count,Deaths,15,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-04-20,Count,Deaths,3,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-06-01,Count,Deaths,6,All,All,COVID-19 related,All,Scottish Borders
S12000026,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Scottish Borders
S12000026,w/c 2020-03-23,Count,Deaths,3,All,All,COVID-19 related,All,Scottish Borders
S12000026,2020,Count,Deaths,356,All,All,All causes,Hospital,Scottish Borders
S12000026,w/c 2020-02-03,Count,Deaths,24,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-04-20,Count,Deaths,30,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-04-06,Count,Deaths,37,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-01-27,Count,Deaths,27,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-16,Count,Deaths,36,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-02-10,Count,Deaths,25,All,All,All causes,All,Scottish Borders
S12000026,2020,Count,Deaths,7,All,All,COVID-19 related,Home / Non-institution,Scottish Borders
S12000026,w/c 2020-05-11,Count,Deaths,6,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-05-11,Count,Deaths,28,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-02-17,Count,Deaths,23,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-04-13,Count,Deaths,31,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-05-04,Count,Deaths,3,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-04-27,Count,Deaths,27,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-05-04,Count,Deaths,24,All,All,All causes,All,Scottish Borders
S12000026,2020,Count,Deaths,53,All,All,COVID-19 related,Hospital,Scottish Borders
S12000026,w/c 2020-01-06,Count,Deaths,41,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-06-08,Count,Deaths,27,All,All,All causes,All,Scottish Borders
S12000026,2020,Count,Deaths,11,All,All,COVID-19 related,Care Home,Scottish Borders
S12000026,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,Scottish Borders
S12000026,w/c 2020-04-27,Count,Deaths,4,All,All,COVID-19 related,All,Scottish Borders
S12000026,2020,Count,Deaths,49,All,All,All causes,Other institution,Scottish Borders
S12000026,w/c 2020-03-02,Count,Deaths,32,All,All,All causes,All,Scottish Borders
S12000026,w/c 2019-12-30,Count,Deaths,20,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-30,Count,Deaths,42,All,All,All causes,All,Scottish Borders
S12000026,2020,Count,Deaths,188,All,All,All causes,Home / Non-institution,Scottish Borders
S12000026,w/c 2020-05-18,Count,Deaths,4,All,All,COVID-19 related,All,Scottish Borders
S12000026,2020,Count,Deaths,71,All,All,COVID-19 related,All,Scottish Borders
S12000026,2020,Count,Deaths,118,All,All,All causes,Care Home,Scottish Borders
S12000026,w/c 2020-06-01,Count,Deaths,33,All,All,All causes,All,Scottish Borders
S12000026,2020,Count,Deaths,711,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-03-23,Count,Deaths,23,All,All,All causes,All,Scottish Borders
S12000026,w/c 2020-05-18,Count,Deaths,32,All,All,All causes,All,Scottish Borders
S12000027,w/c 2020-04-20,Count,Deaths,2,All,All,All causes,All,Shetland Islands
S12000027,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Shetland Islands
S12000027,w/c 2020-04-06,Count,Deaths,4,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-03-30,Count,Deaths,1,All,All,COVID-19 related,All,Shetland Islands
S12000027,2020,Count,Deaths,7,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-01-20,Count,Deaths,2,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-06-01,Count,Deaths,3,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-04-20,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,2020,Count,Deaths,0,All,All,COVID-19 related,Home / Non-institution,Shetland Islands
S12000027,w/c 2020-05-11,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-03-16,Count,Deaths,3,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-04-27,Count,Deaths,1,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-03-23,Count,Deaths,9,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-03-30,Count,Deaths,8,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-04-27,Count,Deaths,6,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-04-13,Count,Deaths,1,All,All,COVID-19 related,All,Shetland Islands
S12000027,2020,Count,Deaths,107,All,All,All causes,All,Shetland Islands
S12000027,2020,Count,Deaths,48,All,All,All causes,Care Home,Shetland Islands
S12000027,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-05-18,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,2020,Count,Deaths,5,All,All,COVID-19 related,Care Home,Shetland Islands
S12000027,w/c 2020-03-02,Count,Deaths,4,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-04-06,Count,Deaths,8,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-05-04,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,w/c 2020-03-09,Count,Deaths,3,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-05-11,Count,Deaths,6,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-05-25,Count,Deaths,5,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Shetland Islands
S12000027,2020,Count,Deaths,2,All,All,COVID-19 related,Hospital,Shetland Islands
S12000027,w/c 2020-06-08,Count,Deaths,4,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-01-13,Count,Deaths,2,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-04-13,Count,Deaths,3,All,All,All causes,All,Shetland Islands
S12000027,w/c 2019-12-30,Count,Deaths,5,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-01-06,Count,Deaths,4,All,All,All causes,All,Shetland Islands
S12000027,2020,Count,Deaths,29,All,All,All causes,Home / Non-institution,Shetland Islands
S12000027,2020,Count,Deaths,30,All,All,All causes,Hospital,Shetland Islands
S12000027,w/c 2020-02-17,Count,Deaths,4,All,All,All causes,All,Shetland Islands
S12000027,2020,Count,Deaths,0,All,All,All causes,Other institution,Shetland Islands
S12000027,w/c 2020-01-27,Count,Deaths,5,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-02-24,Count,Deaths,3,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-02-03,Count,Deaths,6,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-05-04,Count,Deaths,6,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-02-10,Count,Deaths,4,All,All,All causes,All,Shetland Islands
S12000027,w/c 2020-05-18,Count,Deaths,2,All,All,All causes,All,Shetland Islands
S12000028,w/c 2020-04-06,Count,Deaths,15,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-03-30,Count,Deaths,43,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-05-18,Count,Deaths,29,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-02-10,Count,Deaths,23,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-03-02,Count,Deaths,30,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-05-18,Count,Deaths,6,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-03-16,Count,Deaths,26,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-05-11,Count,Deaths,9,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,South Ayrshire
S12000028,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,South Ayrshire
S12000028,w/c 2020-01-27,Count,Deaths,31,All,All,All causes,All,South Ayrshire
S12000028,w/c 2019-12-30,Count,Deaths,42,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,244,All,All,All causes,Care Home,South Ayrshire
S12000028,w/c 2020-03-23,Count,Deaths,31,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-04-27,Count,Deaths,38,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-04-13,Count,Deaths,53,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-06-01,Count,Deaths,23,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,108,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-04-20,Count,Deaths,39,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-06-08,Count,Deaths,27,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-05-04,Count,Deaths,9,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-05-04,Count,Deaths,27,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-03-30,Count,Deaths,4,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-05-25,Count,Deaths,27,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-06-08,Count,Deaths,2,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-04-06,Count,Deaths,47,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-02-17,Count,Deaths,35,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,49,All,All,COVID-19 related,Care Home,South Ayrshire
S12000028,w/c 2020-05-11,Count,Deaths,36,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,374,All,All,All causes,Hospital,South Ayrshire
S12000028,w/c 2020-04-13,Count,Deaths,26,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-04-20,Count,Deaths,17,All,All,COVID-19 related,All,South Ayrshire
S12000028,2020,Count,Deaths,5,All,All,COVID-19 related,Home / Non-institution,South Ayrshire
S12000028,w/c 2020-04-27,Count,Deaths,12,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-03-23,Count,Deaths,1,All,All,COVID-19 related,All,South Ayrshire
S12000028,w/c 2020-01-13,Count,Deaths,36,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-05-25,Count,Deaths,6,All,All,COVID-19 related,All,South Ayrshire
S12000028,2020,Count,Deaths,829,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,54,All,All,COVID-19 related,Hospital,South Ayrshire
S12000028,w/c 2020-01-06,Count,Deaths,41,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-01-20,Count,Deaths,40,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-06-01,Count,Deaths,1,All,All,COVID-19 related,All,South Ayrshire
S12000028,2020,Count,Deaths,211,All,All,All causes,Home / Non-institution,South Ayrshire
S12000028,w/c 2020-02-24,Count,Deaths,35,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-03-09,Count,Deaths,36,All,All,All causes,All,South Ayrshire
S12000028,w/c 2020-02-03,Count,Deaths,34,All,All,All causes,All,South Ayrshire
S12000028,2020,Count,Deaths,0,All,All,All causes,Other institution,South Ayrshire
S12000029,w/c 2020-01-20,Count,Deaths,75,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-20,Count,Deaths,50,All,All,COVID-19 related,All,South Lanarkshire
S12000029,2020,Count,Deaths,29,All,All,COVID-19 related,Home / Non-institution,South Lanarkshire
S12000029,w/c 2020-05-25,Count,Deaths,72,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-27,Count,Deaths,37,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-04-20,Count,Deaths,123,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-01-06,Count,Deaths,91,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,586,All,All,All causes,Care Home,South Lanarkshire
S12000029,w/c 2020-03-09,Count,Deaths,67,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-27,Count,Deaths,100,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,300,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-06-08,Count,Deaths,64,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-06,Count,Deaths,141,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-05-25,Count,Deaths,8,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-02-10,Count,Deaths,85,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-02-17,Count,Deaths,78,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-06-01,Count,Deaths,13,All,All,COVID-19 related,All,South Lanarkshire
S12000029,2020,Count,Deaths,1,All,All,COVID-19 related,Other institution,South Lanarkshire
S12000029,2020,Count,Deaths,835,All,All,All causes,Hospital,South Lanarkshire
S12000029,w/c 2020-05-11,Count,Deaths,26,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-02-03,Count,Deaths,87,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-06-01,Count,Deaths,72,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-05-04,Count,Deaths,104,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-03-30,Count,Deaths,12,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-04-13,Count,Deaths,44,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-06-08,Count,Deaths,5,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-05-04,Count,Deaths,36,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-05-18,Count,Deaths,86,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,2071,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-03-23,Count,Deaths,3,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-05-11,Count,Deaths,101,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-06,Count,Deaths,44,All,All,COVID-19 related,All,South Lanarkshire
S12000029,2020,Count,Deaths,645,All,All,All causes,Home / Non-institution,South Lanarkshire
S12000029,w/c 2020-03-02,Count,Deaths,70,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-04-13,Count,Deaths,131,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-05-18,Count,Deaths,22,All,All,COVID-19 related,All,South Lanarkshire
S12000029,w/c 2020-01-13,Count,Deaths,82,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-03-23,Count,Deaths,59,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,134,All,All,COVID-19 related,Hospital,South Lanarkshire
S12000029,w/c 2020-03-16,Count,Deaths,67,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-01-27,Count,Deaths,68,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,136,All,All,COVID-19 related,Care Home,South Lanarkshire
S12000029,w/c 2020-02-24,Count,Deaths,71,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2019-12-30,Count,Deaths,63,All,All,All causes,All,South Lanarkshire
S12000029,w/c 2020-03-30,Count,Deaths,114,All,All,All causes,All,South Lanarkshire
S12000029,2020,Count,Deaths,5,All,All,All causes,Other institution,South Lanarkshire
S12000030,2020,Count,Deaths,28,All,All,COVID-19 related,Hospital,Stirling
S12000030,2020,Count,Deaths,480,All,All,All causes,All,Stirling
S12000030,2020,Count,Deaths,185,All,All,All causes,Hospital,Stirling
S12000030,w/c 2020-04-27,Count,Deaths,5,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-04-06,Count,Deaths,34,All,All,All causes,All,Stirling
S12000030,w/c 2020-04-20,Count,Deaths,23,All,All,All causes,All,Stirling
S12000030,w/c 2020-03-16,Count,Deaths,20,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-04,Count,Deaths,29,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-18,Count,Deaths,2,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-06-01,Count,Deaths,1,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-02-10,Count,Deaths,21,All,All,All causes,All,Stirling
S12000030,w/c 2020-04-13,Count,Deaths,11,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-06-08,Count,Deaths,1,All,All,COVID-19 related,All,Stirling
S12000030,2020,Count,Deaths,55,All,All,COVID-19 related,All,Stirling
S12000030,2020,Count,Deaths,8,All,All,COVID-19 related,Home / Non-institution,Stirling
S12000030,w/c 2020-02-24,Count,Deaths,17,All,All,All causes,All,Stirling
S12000030,w/c 2020-04-06,Count,Deaths,12,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-04-27,Count,Deaths,23,All,All,All causes,All,Stirling
S12000030,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-01-06,Count,Deaths,18,All,All,All causes,All,Stirling
S12000030,w/c 2020-01-20,Count,Deaths,22,All,All,All causes,All,Stirling
S12000030,w/c 2020-01-13,Count,Deaths,14,All,All,All causes,All,Stirling
S12000030,w/c 2020-03-23,Count,Deaths,12,All,All,All causes,All,Stirling
S12000030,w/c 2020-02-03,Count,Deaths,17,All,All,All causes,All,Stirling
S12000030,2020,Count,Deaths,158,All,All,All causes,Home / Non-institution,Stirling
S12000030,w/c 2020-03-30,Count,Deaths,32,All,All,All causes,All,Stirling
S12000030,w/c 2019-12-30,Count,Deaths,20,All,All,All causes,All,Stirling
S12000030,w/c 2020-06-01,Count,Deaths,17,All,All,All causes,All,Stirling
S12000030,w/c 2020-03-02,Count,Deaths,16,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-11,Count,Deaths,24,All,All,All causes,All,Stirling
S12000030,w/c 2020-03-09,Count,Deaths,17,All,All,All causes,All,Stirling
S12000030,w/c 2020-06-08,Count,Deaths,18,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-11,Count,Deaths,2,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-03-30,Count,Deaths,11,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-01-27,Count,Deaths,21,All,All,All causes,All,Stirling
S12000030,w/c 2020-04-20,Count,Deaths,5,All,All,COVID-19 related,All,Stirling
S12000030,2020,Count,Deaths,19,All,All,COVID-19 related,Care Home,Stirling
S12000030,2020,Count,Deaths,2,All,All,All causes,Other institution,Stirling
S12000030,w/c 2020-05-18,Count,Deaths,10,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-04,Count,Deaths,5,All,All,COVID-19 related,All,Stirling
S12000030,2020,Count,Deaths,135,All,All,All causes,Care Home,Stirling
S12000030,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Stirling
S12000030,w/c 2020-05-25,Count,Deaths,10,All,All,All causes,All,Stirling
S12000030,w/c 2020-05-25,Count,Deaths,0,All,All,COVID-19 related,All,Stirling
S12000030,w/c 2020-04-13,Count,Deaths,27,All,All,All causes,All,Stirling
S12000030,w/c 2020-02-17,Count,Deaths,18,All,All,All causes,All,Stirling
S12000033,2020,Count,Deaths,310,All,All,All causes,Home / Non-institution,Aberdeen City
S12000033,w/c 2020-03-23,Count,Deaths,38,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-05-11,Count,Deaths,42,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-05-04,Count,Deaths,37,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-05-18,Count,Deaths,48,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-05-11,Count,Deaths,16,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-05-04,Count,Deaths,15,All,All,COVID-19 related,All,Aberdeen City
S12000033,2020,Count,Deaths,531,All,All,All causes,Hospital,Aberdeen City
S12000033,w/c 2020-04-13,Count,Deaths,18,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-03-09,Count,Deaths,43,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,120,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-04-13,Count,Deaths,64,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-03-30,Count,Deaths,2,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-01-06,Count,Deaths,56,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-06-01,Count,Deaths,5,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-03-02,Count,Deaths,55,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,60,All,All,COVID-19 related,Care Home,Aberdeen City
