Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S02002063,Eskbank,15
http://statistics.gov.scot/id/statistical-geography/S02002320,Ettrick Yarrow and Liliesleaf Area,15
http://statistics.gov.scot/id/statistical-geography/S02002306,Eyemouth,15
http://statistics.gov.scot/id/statistical-geography/S02002386,Fairhill,0
http://statistics.gov.scot/id/statistical-geography/S02002125,Fairlie and Rural,15
http://statistics.gov.scot/id/statistical-geography/S02001599,Fairmilehead,5
http://statistics.gov.scot/id/statistical-geography/S02001468,Fairmuir,15
http://statistics.gov.scot/id/statistical-geography/S02001711,Falkirk - Bainsford and Langlees,5
http://statistics.gov.scot/id/statistical-geography/S02001716,Falkirk - Bantaskin,5
http://statistics.gov.scot/id/statistical-geography/S02001717,Falkirk - Camelon East,20
http://statistics.gov.scot/id/statistical-geography/S02001718,Falkirk - Camelon West,5
http://statistics.gov.scot/id/statistical-geography/S02001713,Falkirk - Grahamston,25
http://statistics.gov.scot/id/statistical-geography/S02001720,Falkirk - Lochgreen and Lionthorn,5
http://statistics.gov.scot/id/statistical-geography/S02001712,Falkirk - Merchiston and New Carron Village,10
http://statistics.gov.scot/id/statistical-geography/S02001714,Falkirk - Middlefield,5
http://statistics.gov.scot/id/statistical-geography/S02001719,Falkirk - Tamfourhill,0
http://statistics.gov.scot/id/statistical-geography/S02001715,Falkirk - Town Centre and Callendar Park,55
http://statistics.gov.scot/id/statistical-geography/S02001823,Falkland and Freuchie,10
http://statistics.gov.scot/id/statistical-geography/S02002442,Fallin,5
http://statistics.gov.scot/id/statistical-geography/S02002166,Fallside,25
http://statistics.gov.scot/id/statistical-geography/S02001697,"Fankerton, Stoneywood and Denny Town",10
http://statistics.gov.scot/id/statistical-geography/S02002408,Farme Cross and Gallowflat North,15
http://statistics.gov.scot/id/statistical-geography/S02002478,Fauldhouse,5
http://statistics.gov.scot/id/statistical-geography/S02002415,Fernhill and Cathkin,0
http://statistics.gov.scot/id/statistical-geography/S02001604,Fernieside and Moredun South,5
http://statistics.gov.scot/id/statistical-geography/S02001251,Ferryhill North,10
http://statistics.gov.scot/id/statistical-geography/S02001252,Ferryhill South,10
http://statistics.gov.scot/id/statistical-geography/S02001290,"Fetteresso, Netherley and Catter",10
http://statistics.gov.scot/id/statistical-geography/S02002093,"Findhorn, Kinloss and Pluscarden Valley",15
http://statistics.gov.scot/id/statistical-geography/S02001936,Finnieston and Kelvinhaugh,90
http://statistics.gov.scot/id/statistical-geography/S02001463,Fintry,5
http://statistics.gov.scot/id/statistical-geography/S02001939,Firhill,10
http://statistics.gov.scot/id/statistical-geography/S02001397,"Fishcross, Devon Village and Coalsnaughton",5
http://statistics.gov.scot/id/statistical-geography/S02002081,"Fochabers, Aultmore, Clochan and Ordiquish",10
http://statistics.gov.scot/id/statistical-geography/S02001365,Forfar Central,25
http://statistics.gov.scot/id/statistical-geography/S02001364,Forfar East,5
http://statistics.gov.scot/id/statistical-geography/S02001366,Forfar West,5
http://statistics.gov.scot/id/statistical-geography/S02002159,Forgewood,5
http://statistics.gov.scot/id/statistical-geography/S02002094,Forres Central East and seaward,25
http://statistics.gov.scot/id/statistical-geography/S02002095,Forres South West and Mannachie,5
http://statistics.gov.scot/id/statistical-geography/S02001979,Fort William North,10
http://statistics.gov.scot/id/statistical-geography/S02001980,Fort William South,50
http://statistics.gov.scot/id/statistical-geography/S02002454,Forth,25
http://statistics.gov.scot/id/statistical-geography/S02002357,"Forth, Braehead and Auchengray",5
http://statistics.gov.scot/id/statistical-geography/S02001342,Fraserburgh Central-Academy,5
http://statistics.gov.scot/id/statistical-geography/S02001343,Fraserburgh Harbour and Broadsea,25
http://statistics.gov.scot/id/statistical-geography/S02001341,Fraserburgh Lochpots,5
http://statistics.gov.scot/id/statistical-geography/S02001340,Fraserburgh Smiddyhill,5
http://statistics.gov.scot/id/statistical-geography/S02001360,Friockheim,5
http://statistics.gov.scot/id/statistical-geography/S02001263,"Froghall, Powis and Sunnybank",5
http://statistics.gov.scot/id/statistical-geography/S02001318,Fyvie-Rothie,5
http://statistics.gov.scot/id/statistical-geography/S02002297,Galashiels North,20
http://statistics.gov.scot/id/statistical-geography/S02002299,Galashiels South,15
http://statistics.gov.scot/id/statistical-geography/S02002298,Galashiels West,10
http://statistics.gov.scot/id/statistical-geography/S02001931,Gallowgate North and Bellgrove,10
http://statistics.gov.scot/id/statistical-geography/S02001491,Galston,15
http://statistics.gov.scot/id/statistical-geography/S02002240,Gannochy and Walnut Grove,10
http://statistics.gov.scot/id/statistical-geography/S02001328,Gardenstown and King Edward,10
http://statistics.gov.scot/id/statistical-geography/S02001387,Garelochhead,15
http://statistics.gov.scot/id/statistical-geography/S02001310,Garlogie and Elrick,10
http://statistics.gov.scot/id/statistical-geography/S02001903,Garrowhill East and Swinton,5
http://statistics.gov.scot/id/statistical-geography/S02001902,Garrowhill West,10
http://statistics.gov.scot/id/statistical-geography/S02002192,Gartcosh and Marnock,10
http://statistics.gov.scot/id/statistical-geography/S02001906,"Garthamlock, Auchinlea and Gartloch",15
http://statistics.gov.scot/id/statistical-geography/S02001239,Garthdee,15
http://statistics.gov.scot/id/statistical-geography/S02002184,Gartlea,5
http://statistics.gov.scot/id/statistical-geography/S02001413,Gatehouse,20
http://statistics.gov.scot/id/statistical-geography/S02001261,George Street,45
http://statistics.gov.scot/id/statistical-geography/S02001429,Georgetown,0
http://statistics.gov.scot/id/statistical-geography/S02001600,Gilmerton South and the Murrays,5
http://statistics.gov.scot/id/statistical-geography/S02002331,Girvan Ailsa,20
http://statistics.gov.scot/id/statistical-geography/S02002330,Girvan Glendoune,0
http://statistics.gov.scot/id/statistical-geography/S02001954,Glasgow Harbour and Partick South,20
http://statistics.gov.scot/id/statistical-geography/S02002380,"Glassford, Quarter and Allanton",15
http://statistics.gov.scot/id/statistical-geography/S02002228,"Glenfarg, Dunning and Rhynd",10
http://statistics.gov.scot/id/statistical-geography/S02001418,Glenkens,15
http://statistics.gov.scot/id/statistical-geography/S02002191,Glenmavis and Greengairs,5
http://statistics.gov.scot/id/statistical-geography/S02001803,Glenrothes Auchmuty,20
http://statistics.gov.scot/id/statistical-geography/S02001810,Glenrothes Balfarg Pitcairn and Coul,0
http://statistics.gov.scot/id/statistical-geography/S02001807,Glenrothes Balgeddie and Town Park,5
http://statistics.gov.scot/id/statistical-geography/S02001809,Glenrothes Cadham and Pitcoudie,0
http://statistics.gov.scot/id/statistical-geography/S02001802,Glenrothes Caskieberran and Rimbleton,0
http://statistics.gov.scot/id/statistical-geography/S02001808,Glenrothes Collydean,0
http://statistics.gov.scot/id/statistical-geography/S02001800,Glenrothes Macedonia and Tanshall,5
http://statistics.gov.scot/id/statistical-geography/S02001805,Glenrothes Pitteuchar,15
http://statistics.gov.scot/id/statistical-geography/S02001801,Glenrothes South Parks,0
http://statistics.gov.scot/id/statistical-geography/S02001804,Glenrothes Stenton and Finglassie,10
http://statistics.gov.scot/id/statistical-geography/S02001806,Glenrothes Woodside,5
http://statistics.gov.scot/id/statistical-geography/S02001882,Glenwood North,5
http://statistics.gov.scot/id/statistical-geography/S02001881,Glenwood South,0
http://statistics.gov.scot/id/statistical-geography/S02001889,Gorbals and Hutchesontown,10
http://statistics.gov.scot/id/statistical-geography/S02002072,Gorebridge and Middleton,5
http://statistics.gov.scot/id/statistical-geography/S02001591,Gorgie East,5
http://statistics.gov.scot/id/statistical-geography/S02001590,Gorgie West,15
http://statistics.gov.scot/id/statistical-geography/S02002039,"Gourock Central, Upper East and IRH",15
http://statistics.gov.scot/id/statistical-geography/S02002042,"Gourock East, Greenock West and Lyle Road",0
http://statistics.gov.scot/id/statistical-geography/S02002038,Gourock Upper and West Central and Upper Larkfield,5
http://statistics.gov.scot/id/statistical-geography/S02001856,Govan and Linthouse,25
http://statistics.gov.scot/id/statistical-geography/S02001866,Govanhill East and Aikenhead,10
http://statistics.gov.scot/id/statistical-geography/S02001865,Govanhill West,20
http://statistics.gov.scot/id/statistical-geography/S02001602,"Gracemount, Southhouse and Burdiehouse",5
http://statistics.gov.scot/id/statistical-geography/S02001503,"Grange, Howard and Gargieston",5
http://statistics.gov.scot/id/statistical-geography/S02001733,Grangemouth - Bowhouse,5
http://statistics.gov.scot/id/statistical-geography/S02001732,Grangemouth - Kersiebank,0
http://statistics.gov.scot/id/statistical-geography/S02001730,Grangemouth - Newlands,5
http://statistics.gov.scot/id/statistical-geography/S02001731,Grangemouth - Town Centre,15
http://statistics.gov.scot/id/statistical-geography/S02001668,Granton South and Wardieburn,0
http://statistics.gov.scot/id/statistical-geography/S02001670,Granton West and Salvesen,5
http://statistics.gov.scot/id/statistical-geography/S02001669,Granton and Royston Mains,10
http://statistics.gov.scot/id/statistical-geography/S02001643,Great Junction Street,30
http://statistics.gov.scot/id/statistical-geography/S02001376,Greater Lochgilphead,10
http://statistics.gov.scot/id/statistical-geography/S02001595,Greenbank and The Braids,0
http://statistics.gov.scot/id/statistical-geography/S02002178,Greenend and Carnbroe,0
http://statistics.gov.scot/id/statistical-geography/S02002200,Greenfaulds,10
http://statistics.gov.scot/id/statistical-geography/S02001909,Greenfield,5
http://statistics.gov.scot/id/statistical-geography/S02002431,Greenhills,5
http://statistics.gov.scot/id/statistical-geography/S02002047,Greenock East,10
http://statistics.gov.scot/id/statistical-geography/S02002046,Greenock Town Centre and East Central,55
http://statistics.gov.scot/id/statistical-geography/S02002045,Greenock Upper Central,10
http://statistics.gov.scot/id/statistical-geography/S02002043,Greenock West and Central,25
http://statistics.gov.scot/id/statistical-geography/S02001444,Gretna,20
http://statistics.gov.scot/id/statistical-geography/S02002242,"Guildtown, Balbeggie and St Madoes",10
http://statistics.gov.scot/id/statistical-geography/S02002427,Hairmyres and Westwood West,10
http://statistics.gov.scot/id/statistical-geography/S02002402,"Halfway, Hallside and Drumsagard",15
http://statistics.gov.scot/id/statistical-geography/S02001721,Hallglen and Glen Village,0
http://statistics.gov.scot/id/statistical-geography/S02002384,Hamilton Centre and Low Parks,60
http://statistics.gov.scot/id/statistical-geography/S02001260,Hanover North,5
http://statistics.gov.scot/id/statistical-geography/S02001259,Hanover South,25
http://statistics.gov.scot/id/statistical-geography/S02002374,Hareleeshill,0
http://statistics.gov.scot/id/statistical-geography/S02001531,Harestanes,0
http://statistics.gov.scot/id/statistical-geography/S02001689,Harris,15
http://statistics.gov.scot/id/statistical-geography/S02002149,Harthill and Salsburgh,10
http://statistics.gov.scot/id/statistical-geography/S02002164,Hattonrigg,0
http://statistics.gov.scot/id/statistical-geography/S02002317,Hawick Central,25
http://statistics.gov.scot/id/statistical-geography/S02002319,Hawick North,5
http://statistics.gov.scot/id/statistical-geography/S02002318,Hawick West End,15
http://statistics.gov.scot/id/statistical-geography/S02002367,Hazelbank and Kirkfieldbank,5
http://statistics.gov.scot/id/statistical-geography/S02001243,Hazlehead,10
http://statistics.gov.scot/id/statistical-geography/S02001699,Head of Muir and Dennyloanhead,5
http://statistics.gov.scot/id/statistical-geography/S02002345,Heathfield,5
http://statistics.gov.scot/id/statistical-geography/S02001433,Heathhall,5
http://statistics.gov.scot/id/statistical-geography/S02001274,Heathryfold and Middlefield,0
http://statistics.gov.scot/id/statistical-geography/S02002082,"Heldon West, Fogwatt to Inchberry",5
http://statistics.gov.scot/id/statistical-geography/S02001390,Helensburgh Centre,35
http://statistics.gov.scot/id/statistical-geography/S02001391,Helensburgh East,0
http://statistics.gov.scot/id/statistical-geography/S02001389,Helensburgh North,0
http://statistics.gov.scot/id/statistical-geography/S02001388,Helensburgh West and Rhu,5
http://statistics.gov.scot/id/statistical-geography/S02002391,High Blantyre,15
http://statistics.gov.scot/id/statistical-geography/S02001702,High Bonnybridge and Greenhill,0
http://statistics.gov.scot/id/statistical-geography/S02002413,High Crosshill,5
http://statistics.gov.scot/id/statistical-geography/S02002459,Highland,60
http://statistics.gov.scot/id/statistical-geography/S02001769,Hill of Beath and Kingseat,5
http://statistics.gov.scot/id/statistical-geography/S02001528,Hillhead,10
http://statistics.gov.scot/id/statistical-geography/S02001953,Hillhead,60
http://statistics.gov.scot/id/statistical-geography/S02002390,Hillhouse,0
http://statistics.gov.scot/id/statistical-geography/S02001854,Hillington,5
http://statistics.gov.scot/id/statistical-geography/S02002444,Hillpark,5
http://statistics.gov.scot/id/statistical-geography/S02001359,Hillside,5
http://statistics.gov.scot/id/statistical-geography/S02001647,Hillside and Calton Hill,40
http://statistics.gov.scot/id/statistical-geography/S02001450,Hilltown,25
http://statistics.gov.scot/id/statistical-geography/S02002235,"Hillyland, Tulloch and Inveralmond",10
http://statistics.gov.scot/id/statistical-geography/S02001268,Hilton,5
http://statistics.gov.scot/id/statistical-geography/S02002338,Holmston and Forehill,5
http://statistics.gov.scot/id/statistical-geography/S02002160,Holytown,10
http://statistics.gov.scot/id/statistical-geography/S02002290,Houston North,5
http://statistics.gov.scot/id/statistical-geography/S02002289,Houston South,0
http://statistics.gov.scot/id/statistical-geography/S02002488,Howden,5
http://statistics.gov.scot/id/statistical-geography/S02001301,Howe of Alford,15
http://statistics.gov.scot/id/statistical-geography/S02001385,Hunter's Quay,10
http://statistics.gov.scot/id/statistical-geography/S02001321,Huntly,15
http://statistics.gov.scot/id/statistical-geography/S02001603,Hyvots and Gilmerton,5
http://statistics.gov.scot/id/statistical-geography/S02001534,IZ01,10
http://statistics.gov.scot/id/statistical-geography/S02002460,IZ01,5
http://statistics.gov.scot/id/statistical-geography/S02001535,IZ02,5
http://statistics.gov.scot/id/statistical-geography/S02002461,IZ02,35
http://statistics.gov.scot/id/statistical-geography/S02001536,IZ03,0
http://statistics.gov.scot/id/statistical-geography/S02002462,IZ03,5
http://statistics.gov.scot/id/statistical-geography/S02001537,IZ04,25
http://statistics.gov.scot/id/statistical-geography/S02002463,IZ04,5
http://statistics.gov.scot/id/statistical-geography/S02001538,IZ05,5
http://statistics.gov.scot/id/statistical-geography/S02002464,IZ05,10
http://statistics.gov.scot/id/statistical-geography/S02001539,IZ06,0
http://statistics.gov.scot/id/statistical-geography/S02002465,IZ06,5
http://statistics.gov.scot/id/statistical-geography/S02001540,IZ07,15
http://statistics.gov.scot/id/statistical-geography/S02002466,IZ07,0
http://statistics.gov.scot/id/statistical-geography/S02001541,IZ08,5
http://statistics.gov.scot/id/statistical-geography/S02002467,IZ08,10
http://statistics.gov.scot/id/statistical-geography/S02001542,IZ09,15
http://statistics.gov.scot/id/statistical-geography/S02002468,IZ09,5
http://statistics.gov.scot/id/statistical-geography/S02001543,IZ10,20
http://statistics.gov.scot/id/statistical-geography/S02002469,IZ10,5
http://statistics.gov.scot/id/statistical-geography/S02001544,IZ11,5
http://statistics.gov.scot/id/statistical-geography/S02002470,IZ11,5
http://statistics.gov.scot/id/statistical-geography/S02001545,IZ12,0
http://statistics.gov.scot/id/statistical-geography/S02002471,IZ12,30
http://statistics.gov.scot/id/statistical-geography/S02001546,IZ13,15
http://statistics.gov.scot/id/statistical-geography/S02002472,IZ13,5
http://statistics.gov.scot/id/statistical-geography/S02001547,IZ14,10
http://statistics.gov.scot/id/statistical-geography/S02002473,IZ14,10
http://statistics.gov.scot/id/statistical-geography/S02001548,IZ15,5
http://statistics.gov.scot/id/statistical-geography/S02002474,IZ15,10
http://statistics.gov.scot/id/statistical-geography/S02001549,IZ16,25
http://statistics.gov.scot/id/statistical-geography/S02002475,IZ16,10
http://statistics.gov.scot/id/statistical-geography/S02001550,IZ17,20
http://statistics.gov.scot/id/statistical-geography/S02002476,IZ17,30
http://statistics.gov.scot/id/statistical-geography/S02001551,IZ18,30
http://statistics.gov.scot/id/statistical-geography/S02002477,IZ18,15
http://statistics.gov.scot/id/statistical-geography/S02001552,IZ19,5
http://statistics.gov.scot/id/statistical-geography/S02001553,IZ20,15
http://statistics.gov.scot/id/statistical-geography/S02001554,IZ21,10
http://statistics.gov.scot/id/statistical-geography/S02001555,IZ22,20
http://statistics.gov.scot/id/statistical-geography/S02001859,Ibrox,10
http://statistics.gov.scot/id/statistical-geography/S02001860,Ibrox East and Cessnock,20
http://statistics.gov.scot/id/statistical-geography/S02001319,"Insch, Oyne and Ythanwells",10
http://statistics.gov.scot/id/statistical-geography/S02002021,Invergordon,10
http://statistics.gov.scot/id/statistical-geography/S02002244,"Invergowrie, Longforgan and Abernyte",5
http://statistics.gov.scot/id/statistical-geography/S02001764,Inverkeithing East,10
http://statistics.gov.scot/id/statistical-geography/S02002036,Inverkip and Wemyss Bay,10
http://statistics.gov.scot/id/statistical-geography/S02001652,"Inverleith, Goldenacre and Warriston",10
http://statistics.gov.scot/id/statistical-geography/S02002000,Inverness Ballifeary and Dalneigh,10
http://statistics.gov.scot/id/statistical-geography/S02001998,"Inverness Central, Raigmore and Longman",110
http://statistics.gov.scot/id/statistical-geography/S02001999,Inverness Crown and Haugh,35
http://statistics.gov.scot/id/statistical-geography/S02001989,Inverness Culloden and Balloch,5
http://statistics.gov.scot/id/statistical-geography/S02001997,Inverness Drakies,5
http://statistics.gov.scot/id/statistical-geography/S02001995,Inverness Drummond,10
http://statistics.gov.scot/id/statistical-geography/S02001988,Inverness East Rural,15
http://statistics.gov.scot/id/statistical-geography/S02001996,Inverness Hilton,0
http://statistics.gov.scot/id/statistical-geography/S02001992,Inverness Inshes,5
http://statistics.gov.scot/id/statistical-geography/S02002004,Inverness Kinmylies and South West,5
http://statistics.gov.scot/id/statistical-geography/S02001994,Inverness Lochardil and Holm Mains,5
http://statistics.gov.scot/id/statistical-geography/S02002002,Inverness Merkinch,5
http://statistics.gov.scot/id/statistical-geography/S02002001,Inverness Muirtown,25
http://statistics.gov.scot/id/statistical-geography/S02002003,Inverness Scorguie,0
http://statistics.gov.scot/id/statistical-geography/S02001993,Inverness Slackbuie,5
http://statistics.gov.scot/id/statistical-geography/S02001990,Inverness Smithton,5
http://statistics.gov.scot/id/statistical-geography/S02002005,Inverness West Rural,20
http://statistics.gov.scot/id/statistical-geography/S02001991,Inverness Westhill,5
http://statistics.gov.scot/id/statistical-geography/S02001303,Inverurie North,10
http://statistics.gov.scot/id/statistical-geography/S02001304,Inverurie South,35
http://statistics.gov.scot/id/statistical-geography/S02002102,Irvine Bourtreehill,5
http://statistics.gov.scot/id/statistical-geography/S02002101,Irvine Broomlands,0
http://statistics.gov.scot/id/statistical-geography/S02002105,Irvine Castlepark North,0
http://statistics.gov.scot/id/statistical-geography/S02002106,Irvine Castlepark South,5
http://statistics.gov.scot/id/statistical-geography/S02002108,Irvine Central,35
http://statistics.gov.scot/id/statistical-geography/S02002107,Irvine East,5
http://statistics.gov.scot/id/statistical-geography/S02002109,Irvine Fullarton,25
http://statistics.gov.scot/id/statistical-geography/S02002103,Irvine Girdle Toll and Staneca,0
http://statistics.gov.scot/id/statistical-geography/S02002104,Irvine Perceton and Lawthorn,0
http://statistics.gov.scot/id/statistical-geography/S02002099,Irvine Tarryholme,5
http://statistics.gov.scot/id/statistical-geography/S02002218,Isles,10
http://statistics.gov.scot/id/statistical-geography/S02002314,Jedburgh,15
http://statistics.gov.scot/id/statistical-geography/S02001630,"Jewel, Brunstane and Newcraighall",20
http://statistics.gov.scot/id/statistical-geography/S02002260,Johnstone North East,25
http://statistics.gov.scot/id/statistical-geography/S02002259,Johnstone North West,10
http://statistics.gov.scot/id/statistical-geography/S02002261,Johnstone South East,5
http://statistics.gov.scot/id/statistical-geography/S02002258,Johnstone South West,0
http://statistics.gov.scot/id/statistical-geography/S02001631,Joppa,10
http://statistics.gov.scot/id/statistical-geography/S02002076,Keith and Fife Keith,15
http://statistics.gov.scot/id/statistical-geography/S02002310,Kelso North,0
http://statistics.gov.scot/id/statistical-geography/S02002311,Kelso South,20
http://statistics.gov.scot/id/statistical-geography/S02001773,Kelty East,5
http://statistics.gov.scot/id/statistical-geography/S02001772,Kelty West,0
http://statistics.gov.scot/id/statistical-geography/S02001950,Kelvindale,10
http://statistics.gov.scot/id/statistical-geography/S02001952,Kelvingrove and University,55
http://statistics.gov.scot/id/statistical-geography/S02001958,Kelvinside and Jordanhill,20
http://statistics.gov.scot/id/statistical-geography/S02001302,Kemnay,5
http://statistics.gov.scot/id/statistical-geography/S02001821,Kennoway and Bonnybank,10
http://statistics.gov.scot/id/statistical-geography/S02001940,Keppochhill,10
http://statistics.gov.scot/id/statistical-geography/S02001517,Kessington East,0
http://statistics.gov.scot/id/statistical-geography/S02001516,Kessington West,10
http://statistics.gov.scot/id/statistical-geography/S02001822,Kettle and Ladybank,10
http://statistics.gov.scot/id/statistical-geography/S02001509,Keystone and Dougalston,15
http://statistics.gov.scot/id/statistical-geography/S02002257,Kilbarchan,5
http://statistics.gov.scot/id/statistical-geography/S02002131,Kilbirnie North,10
http://statistics.gov.scot/id/statistical-geography/S02002132,Kilbirnie South and Longbar,5
http://statistics.gov.scot/id/statistical-geography/S02002203,Kildrum,0
http://statistics.gov.scot/id/statistical-geography/S02002034,Kilmacolm Central,10
http://statistics.gov.scot/id/statistical-geography/S02002035,"Kilmacolm, Quarriers, Greenock Upper East/Central",5
http://statistics.gov.scot/id/statistical-geography/S02001510,Kilmardinny East,5
http://statistics.gov.scot/id/statistical-geography/S02001511,Kilmardinny West,10
http://statistics.gov.scot/id/statistical-geography/S02001495,Kilmarnock South Central and Caprington,20
http://statistics.gov.scot/id/statistical-geography/S02001505,Kilmaurs,10
http://statistics.gov.scot/id/statistical-geography/S02002211,Kilsyth Bogside,5
http://statistics.gov.scot/id/statistical-geography/S02002210,Kilsyth East and Croy,20
http://statistics.gov.scot/id/statistical-geography/S02002122,Kilwinning Central and North,15
http://statistics.gov.scot/id/statistical-geography/S02002120,Kilwinning Pennyburn,0
http://statistics.gov.scot/id/statistical-geography/S02002121,Kilwinning West and Blacklands,0
http://statistics.gov.scot/id/statistical-geography/S02002119,Kilwinning Whitehirst Park and Woodside,0
http://statistics.gov.scot/id/statistical-geography/S02001738,Kincardine,10
http://statistics.gov.scot/id/statistical-geography/S02001253,"Kincorth, Leggart and Nigg North",5
http://statistics.gov.scot/id/statistical-geography/S02001254,"Kincorth, Leggart and Nigg South",5
http://statistics.gov.scot/id/statistical-geography/S02002447,King's Park and Torbrex,15
http://statistics.gov.scot/id/statistical-geography/S02001427,Kingholm,20
http://statistics.gov.scot/id/statistical-geography/S02001782,Kinghorn,10
http://statistics.gov.scot/id/statistical-geography/S02001885,Kingspark North,5
http://statistics.gov.scot/id/statistical-geography/S02001884,Kingspark South,5
http://statistics.gov.scot/id/statistical-geography/S02001862,Kingston West and Dumbreck,10
http://statistics.gov.scot/id/statistical-geography/S02001275,Kingswells,15
http://statistics.gov.scot/id/statistical-geography/S02001861,Kinning Park and Festival Park,20
http://statistics.gov.scot/id/statistical-geography/S02002220,Kinross,15
http://statistics.gov.scot/id/statistical-geography/S02001306,Kintore,10
http://statistics.gov.scot/id/statistical-geography/S02001379,Kintyre Trail,15
http://statistics.gov.scot/id/statistical-geography/S02002438,Kippen and Fintry,10
http://statistics.gov.scot/id/statistical-geography/S02001785,Kirkcaldy Bennochy East,0
http://statistics.gov.scot/id/statistical-geography/S02001786,Kirkcaldy Bennochy West,5
http://statistics.gov.scot/id/statistical-geography/S02001784,Kirkcaldy Central,50
http://statistics.gov.scot/id/statistical-geography/S02001792,Kirkcaldy Chapel,10
http://statistics.gov.scot/id/statistical-geography/S02001791,Kirkcaldy Dunnikier,0
http://statistics.gov.scot/id/statistical-geography/S02001795,Kirkcaldy Gallatown and Sinclairtown,10
http://statistics.gov.scot/id/statistical-geography/S02001793,Kirkcaldy Hayfield and Smeaton,5
http://statistics.gov.scot/id/statistical-geography/S02001783,Kirkcaldy Linktown & Seafield,5
http://statistics.gov.scot/id/statistical-geography/S02001788,Kirkcaldy Newliston and Redcraigs,0
http://statistics.gov.scot/id/statistical-geography/S02001794,Kirkcaldy Pathhead,10
http://statistics.gov.scot/id/statistical-geography/S02001787,Kirkcaldy Raith,0
http://statistics.gov.scot/id/statistical-geography/S02001790,Kirkcaldy Templehall East,5
http://statistics.gov.scot/id/statistical-geography/S02001789,Kirkcaldy Templehall West,5
http://statistics.gov.scot/id/statistical-geography/S02001414,Kirkcudbright,20
http://statistics.gov.scot/id/statistical-geography/S02001526,Kirkintilloch South,0
http://statistics.gov.scot/id/statistical-geography/S02001527,Kirkintilloch West,25
http://statistics.gov.scot/id/statistical-geography/S02002370,Kirkmuirhill and Blackwood,5
http://statistics.gov.scot/id/statistical-geography/S02002170,Kirkshaws,5
http://statistics.gov.scot/id/statistical-geography/S02001466,Kirkton,5
http://statistics.gov.scot/id/statistical-geography/S02002169,Kirkwood and Bargeddie,5
http://statistics.gov.scot/id/statistical-geography/S02001368,Kirriemuir,15
http://statistics.gov.scot/id/statistical-geography/S02001367,Kirriemuir Landward,5
http://statistics.gov.scot/id/statistical-geography/S02001377,Knapdale,20
http://statistics.gov.scot/id/statistical-geography/S02002491,Knightsridge,10
http://statistics.gov.scot/id/statistical-geography/S02002492,Knightsridge and Deans North,5
http://statistics.gov.scot/id/statistical-geography/S02001967,Knightswood East,0
http://statistics.gov.scot/id/statistical-geography/S02001969,Knightswood Park East,0
http://statistics.gov.scot/id/statistical-geography/S02001968,Knightswood Park West,0
http://statistics.gov.scot/id/statistical-geography/S02001966,Knightswood West,5
http://statistics.gov.scot/id/statistical-geography/S02002156,Ladywell,5
http://statistics.gov.scot/id/statistical-geography/S02002490,Ladywell,5
http://statistics.gov.scot/id/statistical-geography/S02002385,Laighstonehall,5
http://statistics.gov.scot/id/statistical-geography/S02002365,Lanark North East,10
http://statistics.gov.scot/id/statistical-geography/S02002364,Lanark North West,10
http://statistics.gov.scot/id/statistical-geography/S02002366,Lanark South,20
http://statistics.gov.scot/id/statistical-geography/S02001438,Langholm and Eskdale,10
http://statistics.gov.scot/id/statistical-geography/S02002300,Langlee,0
http://statistics.gov.scot/id/statistical-geography/S02001872,Langside,0
http://statistics.gov.scot/id/statistical-geography/S02001703,Larbert - North Broomage and Inches,10
http://statistics.gov.scot/id/statistical-geography/S02001704,Larbert - South Broomage and Village,15
http://statistics.gov.scot/id/statistical-geography/S02001820,Largo,10
http://statistics.gov.scot/id/statistical-geography/S02002128,Largs Central and Cumbrae,30
http://statistics.gov.scot/id/statistical-geography/S02002129,Largs North,15
http://statistics.gov.scot/id/statistical-geography/S02002127,Largs South,5
http://statistics.gov.scot/id/statistical-geography/S02002373,"Larkhall Central, Raploch, Millheugh and Burnhead",25
http://statistics.gov.scot/id/statistical-geography/S02002302,Lauder and Area,10
http://statistics.gov.scot/id/statistical-geography/S02001890,Laurieston and Tradeston,45
http://statistics.gov.scot/id/statistical-geography/S02001729,Laurieston and Westquarter,5
http://statistics.gov.scot/id/statistical-geography/S02001469,Law,10
http://statistics.gov.scot/id/statistical-geography/S02002358,Law,0
http://statistics.gov.scot/id/statistical-geography/S02001646,Leith (Albert Street),15
http://statistics.gov.scot/id/statistical-geography/S02001639,Leith (Hermitage and Prospect Bank),5
http://statistics.gov.scot/id/statistical-geography/S02001533,Lennoxtown,10
http://statistics.gov.scot/id/statistical-geography/S02001524,Lenzie North,5
http://statistics.gov.scot/id/statistical-geography/S02001525,Lenzie South,10
http://statistics.gov.scot/id/statistical-geography/S02002324,Lerwick North,45
http://statistics.gov.scot/id/statistical-geography/S02002323,Lerwick South,5
http://statistics.gov.scot/id/statistical-geography/S02001799,Leslie and Newcastle,10
http://statistics.gov.scot/id/statistical-geography/S02002369,Lesmahagow,10
