Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S01012791,Burnbank South and Chantinghall - 04,30.9,28.2,40.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01012792,Burnbank South and Chantinghall - 05,1.6,55,19.2,24.2,0
http://statistics.gov.scot/id/statistical-geography/S01012865,Burnhill and Bankhead North - 01,1.5,60.2,19,19.2,0
http://statistics.gov.scot/id/statistical-geography/S01012866,Burnhill and Bankhead North - 02,3.9,63.6,14.5,17.9,0
http://statistics.gov.scot/id/statistical-geography/S01012867,Burnhill and Bankhead North - 03,0,72.6,14.4,12.9,0
http://statistics.gov.scot/id/statistical-geography/S01012868,Burnhill and Bankhead North - 04,0,94.1,5.3,0.6,0
http://statistics.gov.scot/id/statistical-geography/S01012869,Burnhill and Bankhead North - 05,0,70.3,11.4,18.3,0
http://statistics.gov.scot/id/statistical-geography/S01012882,Burnside and Springhall - 01,0.7,71.3,28,0,0
http://statistics.gov.scot/id/statistical-geography/S01012883,Burnside and Springhall - 02,2.1,79.1,12.4,6.5,0
http://statistics.gov.scot/id/statistical-geography/S01012884,Burnside and Springhall - 03,4.1,70.7,21.7,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01012885,Burnside and Springhall - 04,0,78.2,0.4,21.5,0
http://statistics.gov.scot/id/statistical-geography/S01012886,Burnside and Springhall - 05,17.4,11.5,53.7,17.4,0
http://statistics.gov.scot/id/statistical-geography/S01012887,Burnside and Springhall - 06,27.5,38,20.4,14,0
http://statistics.gov.scot/id/statistical-geography/S01012888,Burnside and Springhall - 07,26.1,11.9,54.3,7.7,0
http://statistics.gov.scot/id/statistical-geography/S01009458,Burntisland Central,14.3,58,22.7,5,0
http://statistics.gov.scot/id/statistical-geography/S01009460,Burntisland Docks,0.9,84.6,5.1,9.4,0
http://statistics.gov.scot/id/statistical-geography/S01009466,Burntisland East,31.6,25.6,32.3,10.5,0
http://statistics.gov.scot/id/statistical-geography/S01009464,Burntisland East Toll,25,30.1,26.8,18.1,0
http://statistics.gov.scot/id/statistical-geography/S01009462,Burntisland Grange and Orrock,13.8,12.9,36.7,36.7,0
http://statistics.gov.scot/id/statistical-geography/S01009461,Burntisland Kirkton,100,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009459,Burntisland Links,10.3,64.3,13.6,11.8,0
http://statistics.gov.scot/id/statistical-geography/S01009465,Burntisland Meadowfield,6.9,23.6,22.5,46.9,0
http://statistics.gov.scot/id/statistical-geography/S01009463,Burntisland Nether Grange,19.4,23,31.5,26.1,0
http://statistics.gov.scot/id/statistical-geography/S01008366,Busby - 01,8,31.1,29.6,30.8,0.5
http://statistics.gov.scot/id/statistical-geography/S01008367,Busby - 02,8.5,48.5,17.3,25.2,0.5
http://statistics.gov.scot/id/statistical-geography/S01008368,Busby - 03,12.8,41.5,26.8,18.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01008369,Busby - 04,13,13.9,26.1,46.5,0.4
http://statistics.gov.scot/id/statistical-geography/S01008370,Busby - 05,22.5,48.5,10.4,18.2,0.3
http://statistics.gov.scot/id/statistical-geography/S01007340,Bute - 01,6.6,80.6,5.7,6.8,0.2
http://statistics.gov.scot/id/statistical-geography/S01007341,Bute - 02,15.4,73.2,10.2,1,0.2
http://statistics.gov.scot/id/statistical-geography/S01007342,Bute - 03,34.8,42.4,20.1,2,0.7
http://statistics.gov.scot/id/statistical-geography/S01007343,Bute - 04,36.6,25.5,33.2,4.8,0
http://statistics.gov.scot/id/statistical-geography/S01009600,Cadham,0.6,28.8,0,70.6,0
http://statistics.gov.scot/id/statistical-geography/S01009601,Cadham South,0.3,17.8,6.5,75.4,0
http://statistics.gov.scot/id/statistical-geography/S01007807,Caird Park - 01,29.6,7.5,39.9,21.7,1.2
http://statistics.gov.scot/id/statistical-geography/S01007808,Caird Park - 02,9.5,3,35.1,52.4,0
http://statistics.gov.scot/id/statistical-geography/S01007809,Caird Park - 03,10.4,0,72.8,16.3,0.5
http://statistics.gov.scot/id/statistical-geography/S01007810,Caird Park - 04,1.5,16.7,20.6,61.2,0
http://statistics.gov.scot/id/statistical-geography/S01009284,Cairneyhill East,56.7,2.8,25.7,14.7,0
http://statistics.gov.scot/id/statistical-geography/S01009285,Cairneyhill North,28.9,19.6,44,7.6,0
http://statistics.gov.scot/id/statistical-geography/S01009286,Cairneyhill West,55.3,13.4,20.3,11,0
http://statistics.gov.scot/id/statistical-geography/S01011641,Cairnhill - 01,29.1,0,70.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01011642,Cairnhill - 02,13.9,30.4,51.6,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01011643,Cairnhill - 03,38.1,35.7,8.2,18,0
http://statistics.gov.scot/id/statistical-geography/S01011644,Cairnhill - 04,10.3,25.3,32.4,32.1,0
http://statistics.gov.scot/id/statistical-geography/S01011645,Cairnhill - 05,1.1,34.5,62.1,2.3,0
http://statistics.gov.scot/id/statistical-geography/S01011646,Cairnhill - 06,42.4,0,56.5,1.1,0
http://statistics.gov.scot/id/statistical-geography/S01011647,Cairnhill - 07,18.5,3.6,63.2,14.6,0
http://statistics.gov.scot/id/statistical-geography/S01009730,Cairnsmill,16.9,30.5,38.3,14.4,0
http://statistics.gov.scot/id/statistical-geography/S01010787,Caithness North East - 01,62.4,0,30.7,5.8,1.1
http://statistics.gov.scot/id/statistical-geography/S01010788,Caithness North East - 02,57.9,5.4,31.4,5,0.3
http://statistics.gov.scot/id/statistical-geography/S01010789,Caithness North East - 03,60.3,0.9,24.5,11.4,2.9
http://statistics.gov.scot/id/statistical-geography/S01010790,Caithness North East - 04,85.2,0.7,12.1,0,2
http://statistics.gov.scot/id/statistical-geography/S01010791,Caithness North East - 05,81.9,0.2,14.1,2.1,1.7
http://statistics.gov.scot/id/statistical-geography/S01010792,Caithness North West - 01,13.7,0.3,51,34.3,0.7
http://statistics.gov.scot/id/statistical-geography/S01010793,Caithness North West - 02,63.6,1.3,27.3,6.7,1
http://statistics.gov.scot/id/statistical-geography/S01010794,Caithness North West - 03,57,13,20,9.3,0.7
http://statistics.gov.scot/id/statistical-geography/S01010795,Caithness North West - 04,48.6,5.1,37.2,8.7,0.4
http://statistics.gov.scot/id/statistical-geography/S01010796,Caithness North West - 05,82.5,4.3,10,1,2.2
http://statistics.gov.scot/id/statistical-geography/S01010797,Caithness North West - 06,66.2,0.3,31,1.4,1.1
http://statistics.gov.scot/id/statistical-geography/S01010798,Caithness North West - 07,65.4,0.3,24.7,8.4,1.2
http://statistics.gov.scot/id/statistical-geography/S01010772,Caithness South - 01,66.9,1,24.5,5.3,2.3
http://statistics.gov.scot/id/statistical-geography/S01010773,Caithness South - 02,79.5,0,16.2,2,2.3
http://statistics.gov.scot/id/statistical-geography/S01010774,Caithness South - 03,45.6,2.1,25.9,25.6,0.8
http://statistics.gov.scot/id/statistical-geography/S01010775,Caithness South - 04,61.4,0,35.5,1.5,1.5
http://statistics.gov.scot/id/statistical-geography/S01011613,Calderbank and Brownsburn - 01,45.1,2.1,50.1,2.7,0
http://statistics.gov.scot/id/statistical-geography/S01011614,Calderbank and Brownsburn - 02,31.6,13.4,8,47.1,0
http://statistics.gov.scot/id/statistical-geography/S01011615,Calderbank and Brownsburn - 03,2.3,61.4,18,18.3,0
http://statistics.gov.scot/id/statistical-geography/S01011616,Calderbank and Brownsburn - 04,1.4,42.4,36.9,19.4,0
http://statistics.gov.scot/id/statistical-geography/S01011675,Caldercruix and Plains - 01,20.1,15.9,8.4,55.6,0
http://statistics.gov.scot/id/statistical-geography/S01011676,Caldercruix and Plains - 02,0.6,10.1,9.5,79.7,0
http://statistics.gov.scot/id/statistical-geography/S01011677,Caldercruix and Plains - 03,42.1,28.2,3.7,26,0
http://statistics.gov.scot/id/statistical-geography/S01011678,Caldercruix and Plains - 04,15.9,71.2,7.7,3.9,1.3
http://statistics.gov.scot/id/statistical-geography/S01011679,Caldercruix and Plains - 05,33.8,3.7,22.8,39.7,0
http://statistics.gov.scot/id/statistical-geography/S01011680,Caldercruix and Plains - 06,9.3,17.8,35.3,37.6,0
http://statistics.gov.scot/id/statistical-geography/S01011681,Caldercruix and Plains - 07,10.8,0,25.6,63.6,0
http://statistics.gov.scot/id/statistical-geography/S01011682,Caldercruix and Plains - 08,60.3,5.9,20.9,9.2,3.8
http://statistics.gov.scot/id/statistical-geography/S01012906,Calderwood Central - 01,4.7,52.2,1.2,41.8,0
http://statistics.gov.scot/id/statistical-geography/S01012907,Calderwood Central - 02,0.2,40.4,7.8,51.6,0
http://statistics.gov.scot/id/statistical-geography/S01012908,Calderwood Central - 03,0.3,43.8,2.2,53.7,0
http://statistics.gov.scot/id/statistical-geography/S01012909,Calderwood Central - 04,0.3,39.6,8.3,51.8,0
http://statistics.gov.scot/id/statistical-geography/S01012910,Calderwood Central - 05,0.2,64.6,2.8,32.3,0
http://statistics.gov.scot/id/statistical-geography/S01012901,Calderwood East - 01,0,42.2,0,57.8,0
http://statistics.gov.scot/id/statistical-geography/S01012902,Calderwood East - 02,3.6,40.3,6.4,49.7,0
http://statistics.gov.scot/id/statistical-geography/S01012903,Calderwood East - 03,0,44.1,0,55.9,0
http://statistics.gov.scot/id/statistical-geography/S01012904,Calderwood East - 04,0,45.9,0,54.1,0
http://statistics.gov.scot/id/statistical-geography/S01012905,Calderwood East - 05,0,29,8.6,62.4,0
http://statistics.gov.scot/id/statistical-geography/S01012911,Calderwood West and Nerston - 01,6.8,30.5,19.8,42.9,0
http://statistics.gov.scot/id/statistical-geography/S01012912,Calderwood West and Nerston - 02,0,43.8,11.6,44.6,0
http://statistics.gov.scot/id/statistical-geography/S01012913,Calderwood West and Nerston - 03,0.5,36.1,16.4,47.1,0
http://statistics.gov.scot/id/statistical-geography/S01012914,Calderwood West and Nerston - 04,0.2,47.2,9.4,43.1,0
http://statistics.gov.scot/id/statistical-geography/S01012915,Calderwood West and Nerston - 05,23.5,39.1,24.6,12.7,0
http://statistics.gov.scot/id/statistical-geography/S01013112,Callander and Trossachs - 01,30.7,27,29.6,12.4,0.4
http://statistics.gov.scot/id/statistical-geography/S01013113,Callander and Trossachs - 02,16.4,4.2,45.6,33.4,0.3
http://statistics.gov.scot/id/statistical-geography/S01013114,Callander and Trossachs - 03,58.5,6.8,18,11,5.8
http://statistics.gov.scot/id/statistical-geography/S01013115,Callander and Trossachs - 04,12.5,62,9.1,14.2,2.3
http://statistics.gov.scot/id/statistical-geography/S01013116,Callander and Trossachs - 05,61.8,16.8,12.2,7.6,1.6
http://statistics.gov.scot/id/statistical-geography/S01007601,Calside - 01,15.5,15.5,24.4,44.2,0.3
http://statistics.gov.scot/id/statistical-geography/S01007602,Calside - 02,34.3,5.8,51.3,8.7,0
http://statistics.gov.scot/id/statistical-geography/S01007603,Calside - 03,67.4,1.6,24.4,6.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01007604,Calside - 04,72.6,0,27.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01010037,Calton and Gallowgate - 01,0.8,71.4,0.5,27.3,0
http://statistics.gov.scot/id/statistical-geography/S01010038,Calton and Gallowgate - 02,0.5,79.1,2.7,17.7,0
http://statistics.gov.scot/id/statistical-geography/S01010039,Calton and Gallowgate - 03,0,99.5,0,0,0.5
http://statistics.gov.scot/id/statistical-geography/S01010040,Calton and Gallowgate - 04,0.2,92.9,0.2,6.7,0
http://statistics.gov.scot/id/statistical-geography/S01010041,Calton and Gallowgate - 05,0,98.3,0,1.7,0
http://statistics.gov.scot/id/statistical-geography/S01013019,Cambusbarron - 01,50.5,28.9,6.8,13.3,0.5
http://statistics.gov.scot/id/statistical-geography/S01013020,Cambusbarron - 02,7,17.8,23.5,51.7,0
http://statistics.gov.scot/id/statistical-geography/S01013021,Cambusbarron - 03,0.5,0,42.6,56.9,0
http://statistics.gov.scot/id/statistical-geography/S01013022,Cambusbarron - 04,27.5,32.7,17.5,21.8,0.5
http://statistics.gov.scot/id/statistical-geography/S01013023,Cambusbarron - 05,80.3,5.8,13,0,0.9
http://statistics.gov.scot/id/statistical-geography/S01013024,Cambusbarron - 06,38.1,12.7,35.6,11.9,1.7
http://statistics.gov.scot/id/statistical-geography/S01012843,Cambuslang Central - 01,23.9,15.7,59.6,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01012844,Cambuslang Central - 02,21.2,11.4,67.5,0,0
http://statistics.gov.scot/id/statistical-geography/S01012845,Cambuslang Central - 03,15.8,44.4,29.8,9.9,0
http://statistics.gov.scot/id/statistical-geography/S01012846,Cambuslang Central - 04,1.2,87.8,10.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01012847,Cambuslang Central - 05,16.8,44.4,38.7,0,0
http://statistics.gov.scot/id/statistical-geography/S01007333,Campbeltown - 01,41.6,42.9,3.7,11,0.7
http://statistics.gov.scot/id/statistical-geography/S01007334,Campbeltown - 02,0.2,70.5,7.4,21.9,0
http://statistics.gov.scot/id/statistical-geography/S01007335,Campbeltown - 03,1.2,37.1,34.3,27.5,0
http://statistics.gov.scot/id/statistical-geography/S01007336,Campbeltown - 04,1.4,96.7,0.9,0.9,0
http://statistics.gov.scot/id/statistical-geography/S01007337,Campbeltown - 05,7.4,60.7,7.2,24.5,0.2
http://statistics.gov.scot/id/statistical-geography/S01007338,Campbeltown - 06,4.5,0,59.6,35.9,0
http://statistics.gov.scot/id/statistical-geography/S01007339,Campbeltown - 07,40,38.5,13.1,7.8,0.6
http://statistics.gov.scot/id/statistical-geography/S01009731,Canongate,78.7,0,18.8,2.5,0
http://statistics.gov.scot/id/statistical-geography/S01008680,"Canongate, Southside and Dumbiedykes - 01",0,99.3,0,0.7,0
http://statistics.gov.scot/id/statistical-geography/S01008681,"Canongate, Southside and Dumbiedykes - 02",0,99.8,0,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01008682,"Canongate, Southside and Dumbiedykes - 03",0.2,95.3,0.2,4.3,0
http://statistics.gov.scot/id/statistical-geography/S01008683,"Canongate, Southside and Dumbiedykes - 04",0.3,93.9,0,5.4,0.3
http://statistics.gov.scot/id/statistical-geography/S01008684,"Canongate, Southside and Dumbiedykes - 05",0.6,97.9,0,1.5,0
http://statistics.gov.scot/id/statistical-geography/S01008685,"Canongate, Southside and Dumbiedykes - 06",0.2,87.5,0.8,3.8,7.8
http://statistics.gov.scot/id/statistical-geography/S01008853,Canonmills and New Town North - 01,0.5,98.6,0,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01008854,Canonmills and New Town North - 02,0.4,97.5,0.2,1.9,0
http://statistics.gov.scot/id/statistical-geography/S01008855,Canonmills and New Town North - 03,0.1,95.9,0.4,3.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01008856,Canonmills and New Town North - 04,0.6,98.1,0,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01009519,Capshard,61.7,10,19,9.3,0
http://statistics.gov.scot/id/statistical-geography/S01009438,Cardenden East,13.5,24.2,23.1,39.2,0
http://statistics.gov.scot/id/statistical-geography/S01009439,Cardenden West,1,5.7,27.6,65.7,0
http://statistics.gov.scot/id/statistical-geography/S01009810,Cardonald North - 01,0.7,75.8,7.7,15.9,0
http://statistics.gov.scot/id/statistical-geography/S01009811,Cardonald North - 02,0,67.2,13.2,19,0.6
http://statistics.gov.scot/id/statistical-geography/S01009812,Cardonald North - 03,0.3,75.9,10.1,13.8,0
http://statistics.gov.scot/id/statistical-geography/S01009813,Cardonald North - 04,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009814,Cardonald North - 05,15.1,46.1,15.1,23.7,0
http://statistics.gov.scot/id/statistical-geography/S01009806,Cardonald South and East - 01,1.6,94.7,3.6,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01009807,Cardonald South and East - 02,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009808,Cardonald South and East - 03,0,98.5,1.5,0,0
http://statistics.gov.scot/id/statistical-geography/S01009809,Cardonald South and East - 04,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009815,Cardonald West and Central - 01,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009816,Cardonald West and Central - 02,2.1,75.8,3.9,18.2,0
http://statistics.gov.scot/id/statistical-geography/S01009817,Cardonald West and Central - 03,0,41.7,39.7,18.7,0
http://statistics.gov.scot/id/statistical-geography/S01009818,Cardonald West and Central - 04,10.5,9.6,62.9,16.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01009819,Cardonald West and Central - 05,5.6,59.9,4.6,29.9,0
http://statistics.gov.scot/id/statistical-geography/S01009820,Cardonald West and Central - 06,3.3,68.2,14.9,13.6,0
http://statistics.gov.scot/id/statistical-geography/S01009821,Cardonald West and Central - 07,10.9,46.5,32.2,10.1,0.4
http://statistics.gov.scot/id/statistical-geography/S01011696,Cardowan and Millerston - 01,100,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01011697,Cardowan and Millerston - 02,44.4,26.1,14.8,14.8,0
http://statistics.gov.scot/id/statistical-geography/S01011698,Cardowan and Millerston - 03,25.7,21.8,18.9,23.1,10.4
http://statistics.gov.scot/id/statistical-geography/S01011699,Cardowan and Millerston - 04,15.7,20.2,56.6,6.4,1
http://statistics.gov.scot/id/statistical-geography/S01011700,Cardowan and Millerston - 05,16.8,30.9,42.9,9.3,0
http://statistics.gov.scot/id/statistical-geography/S01012261,Cardrona,62.5,4.8,19.5,13.2,0
http://statistics.gov.scot/id/statistical-geography/S01011456,Carfin North - 01,0.8,1.6,36.8,60.7,0
http://statistics.gov.scot/id/statistical-geography/S01011457,Carfin North - 02,0,4.7,12.6,82.7,0
http://statistics.gov.scot/id/statistical-geography/S01011458,Carfin North - 03,58,2.6,25.2,14.1,0
http://statistics.gov.scot/id/statistical-geography/S01011459,Carfin North - 04,20.1,30.4,21.3,28.3,0
http://statistics.gov.scot/id/statistical-geography/S01011464,Carfin and Cleekhimin - 01,50,45.8,2.5,1.7,0
http://statistics.gov.scot/id/statistical-geography/S01011465,Carfin and Cleekhimin - 02,0.4,61,27.8,10.8,0
http://statistics.gov.scot/id/statistical-geography/S01011466,Carfin and Cleekhimin - 03,10.3,59.1,16.7,13.8,0
http://statistics.gov.scot/id/statistical-geography/S01011467,Carfin and Cleekhimin - 04,20.8,29.7,11,38.6,0
http://statistics.gov.scot/id/statistical-geography/S01011468,Carfin and Cleekhimin - 05,53.2,12.2,22.1,12.5,0
http://statistics.gov.scot/id/statistical-geography/S01011469,Carfin and Cleekhimin - 06,16.8,25.4,6.1,51.7,0
http://statistics.gov.scot/id/statistical-geography/S01011470,Carfin and Cleekhimin - 07,12.6,36.9,29.5,21,0
http://statistics.gov.scot/id/statistical-geography/S01012244,Carlops Romannobridge,67.4,1.3,14.1,13.1,4.1
http://statistics.gov.scot/id/statistical-geography/S01012606,Carluke East - 01,81.7,0,14.7,3.6,0
http://statistics.gov.scot/id/statistical-geography/S01012607,Carluke East - 02,35.7,8.4,27.3,28.2,0.3
http://statistics.gov.scot/id/statistical-geography/S01012608,Carluke East - 03,21.7,0,25.4,52.9,0
http://statistics.gov.scot/id/statistical-geography/S01012609,Carluke East - 04,2.5,8.6,6.1,82.7,0
http://statistics.gov.scot/id/statistical-geography/S01012610,Carluke East - 05,8.9,56.5,16.9,17.5,0.2
http://statistics.gov.scot/id/statistical-geography/S01012602,Carluke North - 01,7.4,65.9,22.5,4.1,0
http://statistics.gov.scot/id/statistical-geography/S01012603,Carluke North - 02,10.7,40.5,34.7,14.2,0
http://statistics.gov.scot/id/statistical-geography/S01012604,Carluke North - 03,15.8,0,3.2,80.9,0
http://statistics.gov.scot/id/statistical-geography/S01012605,Carluke North - 04,27,0,21,51.6,0.4
http://statistics.gov.scot/id/statistical-geography/S01012611,Carluke South - 01,51.7,3.3,19.8,25.2,0
http://statistics.gov.scot/id/statistical-geography/S01012612,Carluke South - 02,24.6,3.2,36.9,35.3,0
http://statistics.gov.scot/id/statistical-geography/S01012613,Carluke South - 03,31.1,3.8,12.5,52.6,0
http://statistics.gov.scot/id/statistical-geography/S01012614,Carluke South - 04,26,32.1,28.9,12.4,0.6
http://statistics.gov.scot/id/statistical-geography/S01012598,Carluke West - 01,39.1,21.8,33.3,5.4,0.3
http://statistics.gov.scot/id/statistical-geography/S01012599,Carluke West - 02,39.1,37.4,15.6,7.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01012600,Carluke West - 03,29.7,10.8,54.4,5.1,0
http://statistics.gov.scot/id/statistical-geography/S01012601,Carluke West - 04,49.2,15.1,35.4,0,0.3
http://statistics.gov.scot/id/statistical-geography/S01013346,Carmondean and Eliburn North - 01,62.7,5.6,27.9,3.8,0
http://statistics.gov.scot/id/statistical-geography/S01013347,Carmondean and Eliburn North - 02,27.7,17.9,47.3,7.2,0
http://statistics.gov.scot/id/statistical-geography/S01013348,Carmondean and Eliburn North - 03,49.2,16.5,23.2,10.6,0.4
http://statistics.gov.scot/id/statistical-geography/S01013349,Carmondean and Eliburn North - 04,13.8,65.3,4.7,16.2,0
http://statistics.gov.scot/id/statistical-geography/S01013350,Carmondean and Eliburn North - 05,0.3,26.1,7.6,66,0
http://statistics.gov.scot/id/statistical-geography/S01013351,Carmondean and Eliburn North - 06,0,7.5,0,92.5,0
http://statistics.gov.scot/id/statistical-geography/S01013352,Carmondean and Eliburn North - 07,0,0.6,2.8,96.6,0
http://statistics.gov.scot/id/statistical-geography/S01013353,Carmondean and Eliburn North - 08,0,3.4,4.5,92.1,0
http://statistics.gov.scot/id/statistical-geography/S01009965,Carmunnock North - 01,7.9,12.4,76.4,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01009966,Carmunnock North - 02,0.3,0,86,13.7,0
http://statistics.gov.scot/id/statistical-geography/S01009967,Carmunnock North - 03,5.4,50.9,22.8,21,0
http://statistics.gov.scot/id/statistical-geography/S01009968,Carmunnock North - 04,0,5.2,57.4,37.4,0
http://statistics.gov.scot/id/statistical-geography/S01009969,Carmunnock South - 01,54.2,12.5,11.2,19.5,2.6
http://statistics.gov.scot/id/statistical-geography/S01009970,Carmunnock South - 02,0,97.7,0.8,1.5,0
http://statistics.gov.scot/id/statistical-geography/S01009971,Carmunnock South - 03,9.8,53.3,18.4,17.2,1.2
http://statistics.gov.scot/id/statistical-geography/S01009972,Carmunnock South - 04,27.8,46.9,15,10,0.3
http://statistics.gov.scot/id/statistical-geography/S01010074,Carmyle and Mount Vernon South - 01,16.7,10.3,43.3,29.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01010075,Carmyle and Mount Vernon South - 02,0,0,11.7,88.3,0
http://statistics.gov.scot/id/statistical-geography/S01010076,Carmyle and Mount Vernon South - 03,0,0,15.2,84.8,0
http://statistics.gov.scot/id/statistical-geography/S01010077,Carmyle and Mount Vernon South - 04,2,55.5,13,29.6,0
http://statistics.gov.scot/id/statistical-geography/S01009307,Carnegie Drive,10.1,78.6,4.9,6.3,0
http://statistics.gov.scot/id/statistical-geography/S01009276,Carnock,69.5,4,11.6,14.9,0
http://statistics.gov.scot/id/statistical-geography/S01007163,Carnoustie East - 01,26.3,4.8,51,16.7,1.2
http://statistics.gov.scot/id/statistical-geography/S01007164,Carnoustie East - 02,24,17.7,33.7,24.7,0
http://statistics.gov.scot/id/statistical-geography/S01007165,Carnoustie East - 03,31,20.4,31.6,13.8,3.2
http://statistics.gov.scot/id/statistical-geography/S01007166,Carnoustie East - 04,21.8,11,45.1,21.5,0.6
http://statistics.gov.scot/id/statistical-geography/S01007167,Carnoustie East - 05,58.6,0,35.2,5.3,0.9
http://statistics.gov.scot/id/statistical-geography/S01007168,Carnoustie East - 06,56.1,0,43.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01007169,Carnoustie East - 07,57.5,14.1,24.5,4,0
http://statistics.gov.scot/id/statistical-geography/S01007156,Carnoustie West - 01,43.7,0,17.5,38.2,0.6
http://statistics.gov.scot/id/statistical-geography/S01007157,Carnoustie West - 02,5.6,7,25.2,62.2,0
http://statistics.gov.scot/id/statistical-geography/S01007158,Carnoustie West - 03,36.8,3.1,35.8,24.3,0
http://statistics.gov.scot/id/statistical-geography/S01007159,Carnoustie West - 04,7.4,42.6,29.3,20.7,0
http://statistics.gov.scot/id/statistical-geography/S01007160,Carnoustie West - 05,10.7,9.5,35.7,44.2,0
http://statistics.gov.scot/id/statistical-geography/S01007161,Carnoustie West - 06,19.4,10.5,29.6,40.2,0.3
http://statistics.gov.scot/id/statistical-geography/S01007162,Carnoustie West - 07,6,62.8,15.8,11.1,4.4
http://statistics.gov.scot/id/statistical-geography/S01010152,Carntyne - 01,0.2,75.8,24,0,0
http://statistics.gov.scot/id/statistical-geography/S01010153,Carntyne - 02,2.1,74.8,22.5,0.6,0
http://statistics.gov.scot/id/statistical-geography/S01010154,Carntyne - 03,0,71.9,21.1,7,0
http://statistics.gov.scot/id/statistical-geography/S01010155,Carntyne - 04,0,61.3,35.4,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01010242,Carntyne West and Haghill - 01,0.2,93.5,3.8,2.5,0
http://statistics.gov.scot/id/statistical-geography/S01010243,Carntyne West and Haghill - 02,0,99.8,0,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01010244,Carntyne West and Haghill - 03,6.8,91.6,0.3,0,1.3
http://statistics.gov.scot/id/statistical-geography/S01010245,Carntyne West and Haghill - 04,0.9,75.1,4.2,17.9,1.9
http://statistics.gov.scot/id/statistical-geography/S01010246,Carntyne West and Haghill - 05,0.4,87.1,8.5,4,0
http://statistics.gov.scot/id/statistical-geography/S01010247,Carntyne West and Haghill - 06,0.2,29.6,32.2,38,0
http://statistics.gov.scot/id/statistical-geography/S01009944,Carnwadric East - 01,4.6,72.6,8.5,14.2,0
http://statistics.gov.scot/id/statistical-geography/S01009945,Carnwadric East - 02,0.4,95.6,1.6,2.4,0
http://statistics.gov.scot/id/statistical-geography/S01009946,Carnwadric East - 03,2.2,55.1,13.5,29.2,0
http://statistics.gov.scot/id/statistical-geography/S01009947,Carnwadric East - 04,4.5,53.9,20.4,21.2,0
http://statistics.gov.scot/id/statistical-geography/S01009939,Carnwadric West - 01,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009940,Carnwadric West - 02,0,99.1,0.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01009941,Carnwadric West - 03,38,0,35.3,26.7,0
http://statistics.gov.scot/id/statistical-geography/S01009942,Carnwadric West - 04,0,92.5,1.4,5.9,0.2
http://statistics.gov.scot/id/statistical-geography/S01009943,Carnwadric West - 05,0,92.8,1.7,5.5,0
http://statistics.gov.scot/id/statistical-geography/S01008977,Carrick Knowe - 01,35.4,21.3,22.7,20.6,0
http://statistics.gov.scot/id/statistical-geography/S01008978,Carrick Knowe - 02,0,69.8,3.5,26.7,0
http://statistics.gov.scot/id/statistical-geography/S01008979,Carrick Knowe - 03,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01008980,Carrick Knowe - 04,0,99.1,0.3,0.6,0
http://statistics.gov.scot/id/statistical-geography/S01012441,Carrick North - 01,40,3.7,27.7,28.4,0.2
http://statistics.gov.scot/id/statistical-geography/S01012442,Carrick North - 02,42.5,5.2,33.8,18.5,0
http://statistics.gov.scot/id/statistical-geography/S01012443,Carrick North - 03,44,2.2,36,17.9,0
