"Data for weekly deaths (occurrences)1, by local authority, location and cause, 2020",,,,,,,,,
,,,,,,,,,
Week of occurrence,Council,Location of death,Cause of Death,deaths,,,,,
10,Aberdeen City,Care Home,Non-COVID-19,5,,,,,
10,Aberdeen City,Home / Non-institution,Non-COVID-19,14,,,,,
10,Aberdeen City,Hospital,Non-COVID-19,25,,,,,
10,Aberdeenshire,Care Home,Non-COVID-19,13,,,,,
10,Aberdeenshire,Home / Non-institution,Non-COVID-19,18,,,,,
10,Aberdeenshire,Hospital,Non-COVID-19,24,,,,,
10,Angus,Care Home,Non-COVID-19,6,,,,,
10,Angus,Home / Non-institution,Non-COVID-19,9,,,,,
10,Angus,Hospital,Non-COVID-19,11,,,,,
10,Argyll and Bute,Care Home,Non-COVID-19,3,,,,,
10,Argyll and Bute,Home / Non-institution,Non-COVID-19,12,,,,,
10,Argyll and Bute,Hospital,Non-COVID-19,16,,,,,
10,City of Edinburgh,Care Home,Non-COVID-19,32,,,,,
10,City of Edinburgh,Home / Non-institution,Non-COVID-19,32,,,,,
10,City of Edinburgh,Hospital,Non-COVID-19,43,,,,,
10,Clackmannanshire,Care Home,Non-COVID-19,1,,,,,
10,Clackmannanshire,Home / Non-institution,Non-COVID-19,1,,,,,
10,Clackmannanshire,Hospital,Non-COVID-19,5,,,,,
10,Dumfries and Galloway,Care Home,Non-COVID-19,4,,,,,
10,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,10,,,,,
10,Dumfries and Galloway,Hospital,Non-COVID-19,20,,,,,
10,Dundee City,Care Home,Non-COVID-19,5,,,,,
10,Dundee City,Home / Non-institution,Non-COVID-19,10,,,,,
10,Dundee City,Hospital,Non-COVID-19,12,,,,,
10,East Ayrshire,Care Home,Non-COVID-19,2,,,,,
10,East Ayrshire,Home / Non-institution,Non-COVID-19,13,,,,,
10,East Ayrshire,Hospital,Non-COVID-19,18,,,,,
10,East Dunbartonshire,Care Home,Non-COVID-19,7,,,,,
10,East Dunbartonshire,Home / Non-institution,Non-COVID-19,4,,,,,
10,East Dunbartonshire,Hospital,Non-COVID-19,14,,,,,
10,East Lothian,Care Home,Non-COVID-19,5,,,,,
10,East Lothian,Home / Non-institution,Non-COVID-19,4,,,,,
10,East Lothian,Hospital,Non-COVID-19,12,,,,,
10,East Renfrewshire,Care Home,Non-COVID-19,9,,,,,
10,East Renfrewshire,Home / Non-institution,Non-COVID-19,2,,,,,
10,East Renfrewshire,Hospital,Non-COVID-19,7,,,,,
10,Falkirk,Care Home,Non-COVID-19,13,,,,,
10,Falkirk,Home / Non-institution,Non-COVID-19,5,,,,,
10,Falkirk,Hospital,Non-COVID-19,12,,,,,
10,Fife,Care Home,Non-COVID-19,14,,,,,
10,Fife,Home / Non-institution,Non-COVID-19,27,,,,,
10,Fife,Hospital,Non-COVID-19,38,,,,,
10,Glasgow City,Care Home,Non-COVID-19,38,,,,,
10,Glasgow City,Home / Non-institution,Non-COVID-19,38,,,,,
10,Glasgow City,Hospital,Non-COVID-19,62,,,,,
10,Highland,Care Home,Non-COVID-19,13,,,,,
10,Highland,Home / Non-institution,Non-COVID-19,12,,,,,
10,Highland,Hospital,Non-COVID-19,22,,,,,
10,Inverclyde,Care Home,Non-COVID-19,5,,,,,
10,Inverclyde,Home / Non-institution,Non-COVID-19,7,,,,,
10,Inverclyde,Hospital,Non-COVID-19,10,,,,,
10,Midlothian,Care Home,Non-COVID-19,4,,,,,
10,Midlothian,Home / Non-institution,Non-COVID-19,1,,,,,
10,Midlothian,Hospital,Non-COVID-19,8,,,,,
10,Moray,Care Home,Non-COVID-19,2,,,,,
10,Moray,Home / Non-institution,Non-COVID-19,9,,,,,
10,Moray,Hospital,Non-COVID-19,5,,,,,
10,Na h-Eileanan Siar,Care Home,Non-COVID-19,4,,,,,
10,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,3,,,,,
10,Na h-Eileanan Siar,Hospital,Non-COVID-19,4,,,,,
10,North Ayrshire,Care Home,Non-COVID-19,6,,,,,
10,North Ayrshire,Home / Non-institution,Non-COVID-19,7,,,,,
10,North Ayrshire,Hospital,Non-COVID-19,16,,,,,
10,North Lanarkshire,Care Home,Non-COVID-19,13,,,,,
10,North Lanarkshire,Home / Non-institution,Non-COVID-19,29,,,,,
10,North Lanarkshire,Hospital,Non-COVID-19,45,,,,,
10,North Lanarkshire,Other institution,Non-COVID-19,1,,,,,
10,Orkney Islands,Home / Non-institution,Non-COVID-19,5,,,,,
10,Perth and Kinross,Care Home,Non-COVID-19,6,,,,,
10,Perth and Kinross,Home / Non-institution,Non-COVID-19,9,,,,,
10,Perth and Kinross,Hospital,Non-COVID-19,15,,,,,
10,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
10,Renfrewshire,Care Home,Non-COVID-19,10,,,,,
10,Renfrewshire,Home / Non-institution,Non-COVID-19,13,,,,,
10,Renfrewshire,Hospital,Non-COVID-19,18,,,,,
10,Scottish Borders,Care Home,Non-COVID-19,8,,,,,
10,Scottish Borders,Home / Non-institution,Non-COVID-19,8,,,,,
10,Scottish Borders,Hospital,Non-COVID-19,12,,,,,
10,Scottish Borders,Other institution,Non-COVID-19,5,,,,,
10,Shetland Islands,Care Home,Non-COVID-19,3,,,,,
10,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
10,Shetland Islands,Hospital,Non-COVID-19,1,,,,,
10,South Ayrshire,Care Home,Non-COVID-19,4,,,,,
10,South Ayrshire,Home / Non-institution,Non-COVID-19,8,,,,,
10,South Ayrshire,Hospital,Non-COVID-19,20,,,,,
10,South Lanarkshire,Care Home,Non-COVID-19,19,,,,,
10,South Lanarkshire,Home / Non-institution,Non-COVID-19,15,,,,,
10,South Lanarkshire,Hospital,Non-COVID-19,31,,,,,
10,Stirling,Care Home,Non-COVID-19,6,,,,,
10,Stirling,Home / Non-institution,Non-COVID-19,4,,,,,
10,Stirling,Hospital,Non-COVID-19,8,,,,,
10,West Dunbartonshire,Care Home,Non-COVID-19,5,,,,,
10,West Dunbartonshire,Home / Non-institution,Non-COVID-19,9,,,,,
10,West Dunbartonshire,Hospital,Non-COVID-19,8,,,,,
10,West Lothian,Care Home,Non-COVID-19,6,,,,,
10,West Lothian,Home / Non-institution,Non-COVID-19,9,,,,,
10,West Lothian,Hospital,Non-COVID-19,12,,,,,
11,Aberdeen City,Care Home,Non-COVID-19,18,,,,,
11,Aberdeen City,Home / Non-institution,Non-COVID-19,14,,,,,
11,Aberdeen City,Hospital,Non-COVID-19,17,,,,,
11,Aberdeenshire,Care Home,Non-COVID-19,11,,,,,
11,Aberdeenshire,Home / Non-institution,Non-COVID-19,16,,,,,
11,Aberdeenshire,Hospital,Non-COVID-19,26,,,,,
11,Angus,Care Home,Non-COVID-19,6,,,,,
11,Angus,Home / Non-institution,Non-COVID-19,11,,,,,
11,Angus,Hospital,Non-COVID-19,16,,,,,
11,Argyll and Bute,Care Home,Non-COVID-19,3,,,,,
11,Argyll and Bute,Home / Non-institution,Non-COVID-19,7,,,,,
11,Argyll and Bute,Hospital,Non-COVID-19,9,,,,,
11,City of Edinburgh,Hospital,COVID-19,1,,,,,
11,City of Edinburgh,Care Home,Non-COVID-19,20,,,,,
11,City of Edinburgh,Home / Non-institution,Non-COVID-19,23,,,,,
11,City of Edinburgh,Hospital,Non-COVID-19,48,,,,,
11,Clackmannanshire,Care Home,Non-COVID-19,4,,,,,
11,Clackmannanshire,Home / Non-institution,Non-COVID-19,4,,,,,
11,Clackmannanshire,Hospital,Non-COVID-19,7,,,,,
11,Clackmannanshire,Other institution,Non-COVID-19,1,,,,,
11,Dumfries and Galloway,Care Home,Non-COVID-19,7,,,,,
11,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,17,,,,,
11,Dumfries and Galloway,Hospital,Non-COVID-19,21,,,,,
11,Dundee City,Care Home,Non-COVID-19,5,,,,,
11,Dundee City,Home / Non-institution,Non-COVID-19,11,,,,,
11,Dundee City,Hospital,Non-COVID-19,18,,,,,
11,East Ayrshire,Care Home,Non-COVID-19,7,,,,,
11,East Ayrshire,Home / Non-institution,Non-COVID-19,12,,,,,
11,East Ayrshire,Hospital,Non-COVID-19,17,,,,,
11,East Dunbartonshire,Care Home,Non-COVID-19,11,,,,,
11,East Dunbartonshire,Home / Non-institution,Non-COVID-19,11,,,,,
11,East Dunbartonshire,Hospital,Non-COVID-19,7,,,,,
11,East Lothian,Care Home,Non-COVID-19,2,,,,,
11,East Lothian,Home / Non-institution,Non-COVID-19,4,,,,,
11,East Lothian,Hospital,Non-COVID-19,10,,,,,
11,East Renfrewshire,Care Home,Non-COVID-19,2,,,,,
11,East Renfrewshire,Home / Non-institution,Non-COVID-19,3,,,,,
11,East Renfrewshire,Hospital,Non-COVID-19,2,,,,,
11,Falkirk,Care Home,Non-COVID-19,10,,,,,
11,Falkirk,Home / Non-institution,Non-COVID-19,13,,,,,
11,Falkirk,Hospital,Non-COVID-19,15,,,,,
11,Fife,Home / Non-institution,COVID-19,1,,,,,
11,Fife,Care Home,Non-COVID-19,15,,,,,
11,Fife,Home / Non-institution,Non-COVID-19,21,,,,,
11,Fife,Hospital,Non-COVID-19,40,,,,,
11,Glasgow City,Hospital,COVID-19,1,,,,,
11,Glasgow City,Care Home,Non-COVID-19,25,,,,,
11,Glasgow City,Home / Non-institution,Non-COVID-19,46,,,,,
11,Glasgow City,Hospital,Non-COVID-19,62,,,,,
11,Highland,Care Home,Non-COVID-19,15,,,,,
11,Highland,Home / Non-institution,Non-COVID-19,18,,,,,
11,Highland,Hospital,Non-COVID-19,21,,,,,
11,Inverclyde,Care Home,Non-COVID-19,7,,,,,
11,Inverclyde,Home / Non-institution,Non-COVID-19,5,,,,,
11,Inverclyde,Hospital,Non-COVID-19,10,,,,,
11,Midlothian,Care Home,Non-COVID-19,3,,,,,
11,Midlothian,Home / Non-institution,Non-COVID-19,4,,,,,
11,Midlothian,Hospital,Non-COVID-19,9,,,,,
11,Moray,Hospital,COVID-19,1,,,,,
11,Moray,Care Home,Non-COVID-19,3,,,,,
11,Moray,Home / Non-institution,Non-COVID-19,7,,,,,
11,Moray,Hospital,Non-COVID-19,15,,,,,
11,Na h-Eileanan Siar,Care Home,Non-COVID-19,2,,,,,
11,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,3,,,,,
11,Na h-Eileanan Siar,Hospital,Non-COVID-19,3,,,,,
11,North Ayrshire,Care Home,Non-COVID-19,10,,,,,
11,North Ayrshire,Home / Non-institution,Non-COVID-19,8,,,,,
11,North Ayrshire,Hospital,Non-COVID-19,22,,,,,
11,North Lanarkshire,Care Home,Non-COVID-19,9,,,,,
11,North Lanarkshire,Home / Non-institution,Non-COVID-19,27,,,,,
11,North Lanarkshire,Hospital,Non-COVID-19,27,,,,,
11,Orkney Islands,Care Home,Non-COVID-19,2,,,,,
11,Orkney Islands,Home / Non-institution,Non-COVID-19,4,,,,,
11,Orkney Islands,Hospital,Non-COVID-19,1,,,,,
11,Perth and Kinross,Care Home,Non-COVID-19,8,,,,,
11,Perth and Kinross,Home / Non-institution,Non-COVID-19,8,,,,,
11,Perth and Kinross,Hospital,Non-COVID-19,20,,,,,
11,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
11,Renfrewshire,Hospital,COVID-19,1,,,,,
11,Renfrewshire,Care Home,Non-COVID-19,11,,,,,
11,Renfrewshire,Home / Non-institution,Non-COVID-19,8,,,,,
11,Renfrewshire,Hospital,Non-COVID-19,14,,,,,
11,Renfrewshire,Other institution,Non-COVID-19,2,,,,,
11,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
11,Scottish Borders,Home / Non-institution,Non-COVID-19,9,,,,,
11,Scottish Borders,Hospital,Non-COVID-19,17,,,,,
11,Shetland Islands,Care Home,Non-COVID-19,1,,,,,
11,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
11,South Ayrshire,Care Home,Non-COVID-19,6,,,,,
11,South Ayrshire,Home / Non-institution,Non-COVID-19,9,,,,,
11,South Ayrshire,Hospital,Non-COVID-19,11,,,,,
11,South Lanarkshire,Care Home,Non-COVID-19,15,,,,,
11,South Lanarkshire,Home / Non-institution,Non-COVID-19,24,,,,,
11,South Lanarkshire,Hospital,Non-COVID-19,30,,,,,
11,Stirling,Care Home,Non-COVID-19,3,,,,,
11,Stirling,Home / Non-institution,Non-COVID-19,9,,,,,
11,Stirling,Hospital,Non-COVID-19,7,,,,,
11,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
11,West Dunbartonshire,Home / Non-institution,Non-COVID-19,14,,,,,
11,West Dunbartonshire,Hospital,Non-COVID-19,8,,,,,
11,West Lothian,Care Home,Non-COVID-19,8,,,,,
11,West Lothian,Home / Non-institution,Non-COVID-19,10,,,,,
11,West Lothian,Hospital,Non-COVID-19,16,,,,,
12,Aberdeen City,Hospital,COVID-19,1,,,,,
12,Aberdeen City,Care Home,Non-COVID-19,10,,,,,
12,Aberdeen City,Home / Non-institution,Non-COVID-19,13,,,,,
12,Aberdeen City,Hospital,Non-COVID-19,24,,,,,
12,Aberdeenshire,Hospital,COVID-19,1,,,,,
12,Aberdeenshire,Care Home,Non-COVID-19,13,,,,,
12,Aberdeenshire,Home / Non-institution,Non-COVID-19,10,,,,,
12,Aberdeenshire,Hospital,Non-COVID-19,27,,,,,
12,Angus,Care Home,COVID-19,1,,,,,
12,Angus,Care Home,Non-COVID-19,7,,,,,
12,Angus,Home / Non-institution,Non-COVID-19,7,,,,,
12,Angus,Hospital,Non-COVID-19,12,,,,,
12,Argyll and Bute,Care Home,Non-COVID-19,3,,,,,
12,Argyll and Bute,Home / Non-institution,Non-COVID-19,6,,,,,
12,Argyll and Bute,Hospital,Non-COVID-19,4,,,,,
12,City of Edinburgh,Hospital,COVID-19,1,,,,,
12,City of Edinburgh,Care Home,Non-COVID-19,30,,,,,
12,City of Edinburgh,Home / Non-institution,Non-COVID-19,29,,,,,
12,City of Edinburgh,Hospital,Non-COVID-19,40,,,,,
12,Clackmannanshire,Care Home,Non-COVID-19,4,,,,,
12,Clackmannanshire,Home / Non-institution,Non-COVID-19,2,,,,,
12,Clackmannanshire,Hospital,Non-COVID-19,4,,,,,
12,Dumfries and Galloway,Care Home,Non-COVID-19,8,,,,,
12,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,6,,,,,
12,Dumfries and Galloway,Hospital,Non-COVID-19,16,,,,,
12,Dundee City,Care Home,Non-COVID-19,7,,,,,
12,Dundee City,Home / Non-institution,Non-COVID-19,13,,,,,
12,Dundee City,Hospital,Non-COVID-19,12,,,,,
12,East Ayrshire,Care Home,Non-COVID-19,6,,,,,
12,East Ayrshire,Home / Non-institution,Non-COVID-19,13,,,,,
12,East Ayrshire,Hospital,Non-COVID-19,16,,,,,
12,East Dunbartonshire,Care Home,Non-COVID-19,6,,,,,
12,East Dunbartonshire,Home / Non-institution,Non-COVID-19,5,,,,,
12,East Dunbartonshire,Hospital,Non-COVID-19,13,,,,,
12,East Lothian,Care Home,Non-COVID-19,9,,,,,
12,East Lothian,Home / Non-institution,Non-COVID-19,6,,,,,
12,East Lothian,Hospital,Non-COVID-19,10,,,,,
12,East Renfrewshire,Care Home,Non-COVID-19,9,,,,,
12,East Renfrewshire,Home / Non-institution,Non-COVID-19,3,,,,,
12,East Renfrewshire,Hospital,Non-COVID-19,11,,,,,
12,Falkirk,Hospital,COVID-19,3,,,,,
12,Falkirk,Care Home,Non-COVID-19,6,,,,,
12,Falkirk,Home / Non-institution,Non-COVID-19,12,,,,,
12,Falkirk,Hospital,Non-COVID-19,16,,,,,
12,Fife,Home / Non-institution,COVID-19,2,,,,,
12,Fife,Hospital,COVID-19,2,,,,,
12,Fife,Care Home,Non-COVID-19,18,,,,,
12,Fife,Home / Non-institution,Non-COVID-19,25,,,,,
12,Fife,Hospital,Non-COVID-19,40,,,,,
12,Glasgow City,Care Home,COVID-19,1,,,,,
12,Glasgow City,Hospital,COVID-19,2,,,,,
12,Glasgow City,Care Home,Non-COVID-19,36,,,,,
12,Glasgow City,Home / Non-institution,Non-COVID-19,33,,,,,
12,Glasgow City,Hospital,Non-COVID-19,36,,,,,
12,Highland,Care Home,Non-COVID-19,9,,,,,
12,Highland,Home / Non-institution,Non-COVID-19,24,,,,,
12,Highland,Hospital,Non-COVID-19,20,,,,,
12,Inverclyde,Hospital,COVID-19,3,,,,,
12,Inverclyde,Care Home,Non-COVID-19,4,,,,,
12,Inverclyde,Home / Non-institution,Non-COVID-19,9,,,,,
12,Inverclyde,Hospital,Non-COVID-19,4,,,,,
12,Midlothian,Hospital,COVID-19,2,,,,,
12,Midlothian,Care Home,Non-COVID-19,4,,,,,
12,Midlothian,Home / Non-institution,Non-COVID-19,6,,,,,
12,Midlothian,Hospital,Non-COVID-19,9,,,,,
12,Moray,Home / Non-institution,COVID-19,1,,,,,
12,Moray,Care Home,Non-COVID-19,6,,,,,
12,Moray,Home / Non-institution,Non-COVID-19,9,,,,,
12,Moray,Hospital,Non-COVID-19,12,,,,,
12,Na h-Eileanan Siar,Care Home,Non-COVID-19,2,,,,,
12,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,1,,,,,
12,North Ayrshire,Hospital,COVID-19,3,,,,,
12,North Ayrshire,Care Home,Non-COVID-19,6,,,,,
12,North Ayrshire,Home / Non-institution,Non-COVID-19,5,,,,,
12,North Ayrshire,Hospital,Non-COVID-19,18,,,,,
12,North Lanarkshire,Care Home,Non-COVID-19,16,,,,,
12,North Lanarkshire,Home / Non-institution,Non-COVID-19,30,,,,,
12,North Lanarkshire,Hospital,Non-COVID-19,46,,,,,
12,North Lanarkshire,Other institution,Non-COVID-19,1,,,,,
12,Orkney Islands,Care Home,Non-COVID-19,1,,,,,
12,Orkney Islands,Home / Non-institution,Non-COVID-19,8,,,,,
12,Perth and Kinross,Home / Non-institution,COVID-19,1,,,,,
12,Perth and Kinross,Hospital,COVID-19,1,,,,,
12,Perth and Kinross,Care Home,Non-COVID-19,8,,,,,
12,Perth and Kinross,Home / Non-institution,Non-COVID-19,6,,,,,
12,Perth and Kinross,Hospital,Non-COVID-19,19,,,,,
12,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
12,Renfrewshire,Hospital,COVID-19,1,,,,,
12,Renfrewshire,Care Home,Non-COVID-19,14,,,,,
12,Renfrewshire,Home / Non-institution,Non-COVID-19,14,,,,,
12,Renfrewshire,Hospital,Non-COVID-19,15,,,,,
12,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
12,Scottish Borders,Home / Non-institution,Non-COVID-19,8,,,,,
12,Scottish Borders,Hospital,Non-COVID-19,10,,,,,
12,Scottish Borders,Other institution,Non-COVID-19,7,,,,,
12,Shetland Islands,Care Home,Non-COVID-19,3,,,,,
12,Shetland Islands,Hospital,Non-COVID-19,5,,,,,
12,South Ayrshire,Care Home,Non-COVID-19,9,,,,,
12,South Ayrshire,Home / Non-institution,Non-COVID-19,11,,,,,
12,South Ayrshire,Hospital,Non-COVID-19,12,,,,,
12,South Lanarkshire,Care Home,COVID-19,1,,,,,
12,South Lanarkshire,Hospital,COVID-19,1,,,,,
12,South Lanarkshire,Care Home,Non-COVID-19,21,,,,,
12,South Lanarkshire,Home / Non-institution,Non-COVID-19,32,,,,,
12,South Lanarkshire,Hospital,Non-COVID-19,30,,,,,
12,Stirling,Care Home,Non-COVID-19,4,,,,,
12,Stirling,Home / Non-institution,Non-COVID-19,5,,,,,
12,Stirling,Hospital,Non-COVID-19,7,,,,,
12,West Dunbartonshire,Hospital,COVID-19,1,,,,,
12,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
12,West Dunbartonshire,Home / Non-institution,Non-COVID-19,9,,,,,
12,West Dunbartonshire,Hospital,Non-COVID-19,9,,,,,
12,West Lothian,Hospital,COVID-19,2,,,,,
12,West Lothian,Care Home,Non-COVID-19,4,,,,,
12,West Lothian,Home / Non-institution,Non-COVID-19,11,,,,,
12,West Lothian,Hospital,Non-COVID-19,22,,,,,
13,Aberdeen City,Hospital,COVID-19,1,,,,,
13,Aberdeen City,Care Home,Non-COVID-19,12,,,,,
13,Aberdeen City,Home / Non-institution,Non-COVID-19,8,,,,,
13,Aberdeen City,Hospital,Non-COVID-19,24,,,,,
13,Aberdeenshire,Care Home,COVID-19,1,,,,,
13,Aberdeenshire,Home / Non-institution,COVID-19,1,,,,,
13,Aberdeenshire,Hospital,COVID-19,1,,,,,
13,Aberdeenshire,Care Home,Non-COVID-19,12,,,,,
13,Aberdeenshire,Home / Non-institution,Non-COVID-19,23,,,,,
13,Aberdeenshire,Hospital,Non-COVID-19,19,,,,,
13,Angus,Hospital,COVID-19,1,,,,,
13,Angus,Care Home,Non-COVID-19,2,,,,,
13,Angus,Home / Non-institution,Non-COVID-19,15,,,,,
13,Angus,Hospital,Non-COVID-19,15,,,,,
13,Argyll and Bute,Home / Non-institution,COVID-19,3,,,,,
13,Argyll and Bute,Hospital,COVID-19,4,,,,,
13,Argyll and Bute,Care Home,Non-COVID-19,8,,,,,
13,Argyll and Bute,Home / Non-institution,Non-COVID-19,8,,,,,
13,Argyll and Bute,Hospital,Non-COVID-19,8,,,,,
13,City of Edinburgh,Care Home,COVID-19,1,,,,,
13,City of Edinburgh,Hospital,COVID-19,7,,,,,
13,City of Edinburgh,Care Home,Non-COVID-19,24,,,,,
13,City of Edinburgh,Home / Non-institution,Non-COVID-19,20,,,,,
13,City of Edinburgh,Hospital,Non-COVID-19,43,,,,,
13,Clackmannanshire,Hospital,COVID-19,2,,,,,
13,Clackmannanshire,Care Home,Non-COVID-19,4,,,,,
13,Clackmannanshire,Home / Non-institution,Non-COVID-19,6,,,,,
13,Clackmannanshire,Hospital,Non-COVID-19,3,,,,,
13,Dumfries and Galloway,Hospital,COVID-19,6,,,,,
13,Dumfries and Galloway,Care Home,Non-COVID-19,13,,,,,
13,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,17,,,,,
13,Dumfries and Galloway,Hospital,Non-COVID-19,19,,,,,
13,Dundee City,Home / Non-institution,COVID-19,2,,,,,
13,Dundee City,Hospital,COVID-19,4,,,,,
13,Dundee City,Care Home,Non-COVID-19,3,,,,,
13,Dundee City,Home / Non-institution,Non-COVID-19,11,,,,,
13,Dundee City,Hospital,Non-COVID-19,13,,,,,
13,East Ayrshire,Care Home,COVID-19,1,,,,,
13,East Ayrshire,Home / Non-institution,COVID-19,2,,,,,
13,East Ayrshire,Care Home,Non-COVID-19,8,,,,,
13,East Ayrshire,Home / Non-institution,Non-COVID-19,12,,,,,
13,East Ayrshire,Hospital,Non-COVID-19,14,,,,,
13,East Dunbartonshire,Hospital,COVID-19,6,,,,,
13,East Dunbartonshire,Care Home,Non-COVID-19,7,,,,,
13,East Dunbartonshire,Home / Non-institution,Non-COVID-19,6,,,,,
13,East Dunbartonshire,Hospital,Non-COVID-19,10,,,,,
13,East Lothian,Home / Non-institution,COVID-19,1,,,,,
13,East Lothian,Care Home,Non-COVID-19,4,,,,,
13,East Lothian,Home / Non-institution,Non-COVID-19,7,,,,,
13,East Lothian,Hospital,Non-COVID-19,12,,,,,
13,East Renfrewshire,Hospital,COVID-19,1,,,,,
13,East Renfrewshire,Care Home,Non-COVID-19,5,,,,,
13,East Renfrewshire,Home / Non-institution,Non-COVID-19,8,,,,,
13,East Renfrewshire,Hospital,Non-COVID-19,1,,,,,
13,Falkirk,Care Home,COVID-19,1,,,,,
13,Falkirk,Home / Non-institution,COVID-19,2,,,,,
13,Falkirk,Hospital,COVID-19,2,,,,,
13,Falkirk,Care Home,Non-COVID-19,10,,,,,
13,Falkirk,Home / Non-institution,Non-COVID-19,16,,,,,
13,Falkirk,Hospital,Non-COVID-19,14,,,,,
13,Fife,Care Home,COVID-19,1,,,,,
13,Fife,Home / Non-institution,COVID-19,2,,,,,
13,Fife,Hospital,COVID-19,5,,,,,
13,Fife,Care Home,Non-COVID-19,17,,,,,
13,Fife,Home / Non-institution,Non-COVID-19,24,,,,,
13,Fife,Hospital,Non-COVID-19,31,,,,,
13,Glasgow City,Care Home,COVID-19,2,,,,,
13,Glasgow City,Hospital,COVID-19,13,,,,,
13,Glasgow City,Care Home,Non-COVID-19,38,,,,,
13,Glasgow City,Home / Non-institution,Non-COVID-19,68,,,,,
13,Glasgow City,Hospital,Non-COVID-19,54,,,,,
13,Highland,Home / Non-institution,COVID-19,2,,,,,
13,Highland,Hospital,COVID-19,1,,,,,
13,Highland,Care Home,Non-COVID-19,14,,,,,
13,Highland,Home / Non-institution,Non-COVID-19,13,,,,,
13,Highland,Hospital,Non-COVID-19,22,,,,,
13,Inverclyde,Hospital,COVID-19,7,,,,,
13,Inverclyde,Care Home,Non-COVID-19,6,,,,,
13,Inverclyde,Home / Non-institution,Non-COVID-19,14,,,,,
13,Inverclyde,Hospital,Non-COVID-19,10,,,,,
13,Midlothian,Hospital,COVID-19,2,,,,,
13,Midlothian,Care Home,Non-COVID-19,6,,,,,
13,Midlothian,Home / Non-institution,Non-COVID-19,5,,,,,
13,Midlothian,Hospital,Non-COVID-19,5,,,,,
13,Moray,Care Home,Non-COVID-19,6,,,,,
13,Moray,Home / Non-institution,Non-COVID-19,8,,,,,
13,Moray,Hospital,Non-COVID-19,8,,,,,
13,Na h-Eileanan Siar,Care Home,Non-COVID-19,2,,,,,
13,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,3,,,,,
13,Na h-Eileanan Siar,Hospital,Non-COVID-19,3,,,,,
13,North Ayrshire,Home / Non-institution,COVID-19,2,,,,,
13,North Ayrshire,Hospital,COVID-19,4,,,,,
13,North Ayrshire,Care Home,Non-COVID-19,16,,,,,
13,North Ayrshire,Home / Non-institution,Non-COVID-19,10,,,,,
13,North Ayrshire,Hospital,Non-COVID-19,14,,,,,
13,North Lanarkshire,Care Home,COVID-19,8,,,,,
13,North Lanarkshire,Home / Non-institution,COVID-19,4,,,,,
13,North Lanarkshire,Hospital,COVID-19,7,,,,,
13,North Lanarkshire,Care Home,Non-COVID-19,11,,,,,
13,North Lanarkshire,Home / Non-institution,Non-COVID-19,32,,,,,
13,North Lanarkshire,Hospital,Non-COVID-19,34,,,,,
13,Orkney Islands,Home / Non-institution,Non-COVID-19,7,,,,,
13,Perth and Kinross,Hospital,COVID-19,2,,,,,
13,Perth and Kinross,Care Home,Non-COVID-19,13,,,,,
13,Perth and Kinross,Home / Non-institution,Non-COVID-19,12,,,,,
13,Perth and Kinross,Hospital,Non-COVID-19,9,,,,,
13,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
13,Renfrewshire,Home / Non-institution,COVID-19,1,,,,,
13,Renfrewshire,Hospital,COVID-19,7,,,,,
13,Renfrewshire,Care Home,Non-COVID-19,12,,,,,
13,Renfrewshire,Home / Non-institution,Non-COVID-19,20,,,,,
13,Renfrewshire,Hospital,Non-COVID-19,14,,,,,
13,Scottish Borders,Hospital,COVID-19,7,,,,,
13,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
13,Scottish Borders,Home / Non-institution,Non-COVID-19,5,,,,,
13,Scottish Borders,Hospital,Non-COVID-19,7,,,,,
13,Scottish Borders,Other institution,Non-COVID-19,2,,,,,
13,Shetland Islands,Care Home,Non-COVID-19,4,,,,,
13,South Ayrshire,Home / Non-institution,COVID-19,1,,,,,
13,South Ayrshire,Hospital,COVID-19,1,,,,,
13,South Ayrshire,Care Home,Non-COVID-19,4,,,,,
13,South Ayrshire,Home / Non-institution,Non-COVID-19,10,,,,,
13,South Ayrshire,Hospital,Non-COVID-19,11,,,,,
13,South Lanarkshire,Care Home,COVID-19,2,,,,,
13,South Lanarkshire,Home / Non-institution,COVID-19,2,,,,,
13,South Lanarkshire,Hospital,COVID-19,4,,,,,
13,South Lanarkshire,Care Home,Non-COVID-19,21,,,,,
